id	proba3	partage	sim_texte_tittre	nb_fakewords	ponctuation	topic_title_sim	proba2	proba1	sim_tfidf
5045	0.014776499999999998	0	0.27124246264087404	4	0	0.396847588543	0.795196	0.190058	58
4100	0.00529519	0	0.3601055172302134	1	0	0.731617188741	0.041561400000000005	0.9531729999999999	2
3308	0.011790799999999999	0	0.3888562000409398	2	0	0.6583010415030001	0.120878	0.867361	5
2628	0.017444799999999996	0	0.3821395360520944	5	0	0.685439201378	0.5560350000000001	0.42655	35
3800	0.0074465	0	0.35357297419124	2	0	0.493541190488	0.0701308	0.9224530000000001	11
2600	0.0165029	0	0.337311597143713	30	0	0.493479506684	0.68212	0.301408	0
3091	0.00855203	0	0.359392321433658	0	0	0.333632837974	0.162022	0.829456	4
2696	0.00618183	0	0.4013055623488351	0	0	0.6739542273720001	0.0616159	0.932232	1
5312	0.0110934	0	0.4174061452335477	0	0	0.575575456035	0.160927	0.828009	1
743	0.00502634	0	0.38300920558581664	0	0	0.7343316492849999	0.0965288	0.898475	3
799	0.00808976	0	0.4005030965502771	2	0	0.688282637894	0.1384	0.85354	49
4029	0.0128504	0	0.2296509814300662	44	0	0.43832115689900003	0.8379200000000001	0.14926	148
3943	0.00696493	0	0.2859664608130503	37	0	0.44197760216700005	0.9816590000000001	0.0114061	2
1246	0.00087088	0	0.3531589957867585	0	0	0.7310159990199999	0.0058395	0.9933200000000001	54
364	0.0140131	0	0.3975540076058358	0	0	0.720824477694	0.16353399999999998	0.822483	1
3065	0.011982	0	0.4125869248959435	2	0	0.519094236664	0.290649	0.697399	1
4320	0.0157233	0	0.3334228882234383	1	0	0.7261596822830001	0.35541300000000003	0.628894	10
1562	0.0155589	0	0.2851803742970985	0	0	0.5781928764159999	0.24687199999999998	0.737599	6
3956	0.021309	0	0.369597263913419	38	1	0.56181618493	0.603494	0.375227	5
2439	0.00594926	0	0.4084479794213465	0	0	0.61627121876	0.140468	0.853613	7
164	0.0126986	0	0.38367504397164204	2	0	0.7428815014139999	0.175842	0.811489	1
3114	0.00618129	0	0.3400010486981349	0	0	0.7130361643400001	0.0722671	0.921582	3
5234	0.00976976	0	0.3250963845886003	73	0	0.586485712372	0.939398	0.0508625	0
2651	0.0192972	0	0.34753850587575824	27	0	0.492374785688	0.817616	0.163117	53
2139	0.01277	0	-1.0	3	0	0.307608652122	0.920127	0.0671332	48
4240	0.00549908	0	0.3475233682156605	0	0	0.587025164377	0.0770855	0.9174450000000001	3
3123	0.00584926	0	0.279902485017905	0	0	0.7554441175100001	0.12113	0.873051	65
6046	0.0109359	0	0.3649883404521885	0	0	0.356502021634	0.23835399999999998	0.75074	0
304	0.006843300000000001	0	0.4094592778595744	0	0	0.64073116577	0.08016910000000001	0.913018	54
744	0.0193781	0	0.3812074072349649	23	0	0.57387816908	0.31249499999999997	0.668157	7
410	0.0198726	0	0.3261361125856784	8	0	0.402082574084	0.700824	0.279333	34
1460	0.00294788	0	0.34856819365330816	0	0	0.7357094986220001	0.0305228	0.9665590000000001	0
2988	0.00671359	0	0.33304369707634995	0	0	0.697101926185	0.0671571	0.9261590000000001	2
4332	0.012404799999999999	0	0.3029256495554122	2	0	0.25597973346700004	0.32961599999999996	0.6580090000000001	39
3903	0.0121249	0	0.3291379823915088	0	0	0.475649989529	0.181275	0.8066300000000001	3
1712	0.014491399999999998	0	0.38528344796601294	1	0	0.630861789451	0.6327619999999999	0.352777	3
4116	0.015724000000000002	0	0.32151708117702443	17	0	0.43144673915299997	0.938733	0.0455731	20
3162	0.00378958	0	0.3564314392158293	1	0	0.791646353527	0.0380218	0.958219	2
1013	0.00291167	0	0.3657101384460407	0	0	0.6575737183179999	0.0538911	0.943227	15
1030	0.013567700000000002	0	0.3769398930664875	3	0	0.37258355009099997	0.362164	0.6242979999999999	2
1856	0.030771899999999998	0	0.2771281189391952	3	0	0.510115085483	0.7713220000000001	0.197936	2
952	0.0061783	0	0.38498705934546656	0	0	0.62021362467	0.106359	0.887493	48
2618	0.00478474	0	0.4125037102822095	3	0	0.566178452685	0.0452684	0.9499770000000001	2
4862	0.0056418	0	0.30883311221927423	1	0	0.646194221406	0.039187	0.955201	50
1746	0.0187668	0	0.2564040627293569	0	0	0.439836024013	0.328778	0.652486	7
3035	0.004991	0	0.26335038695241786	2	0	0.351747320912	0.057301300000000006	0.937738	2
4774	0.00807566	0	0.367099384654576	2	0	0.6918785829	0.16384300000000002	0.828111	11
2732	0.00517399	0	0.3687510645381211	0	0	0.8277057902770001	0.0482465	0.9466100000000001	30
4676	0.018227599999999997	0	-1.0	14	0	0.167599937653	0.737846	0.243956	4
247	0.0181546	0	0.3196533558275968	14	0	0.26690212515	0.453817	0.528058	1
1063	0.0120079	0	0.2334485383298801	4	0	0.19383843876499998	0.41992299999999994	0.568099	4
1433	0.0134096	0	0.3893069801394876	3	0	0.728370767247	0.196234	0.790387	29
290	0.00990879	0	-1.0	34	0	0.193480026763	0.9123209999999999	0.0778003	2
2829	0.010840100000000002	0	0.3503090742757217	2	0	0.764740527116	0.0896565	0.8995340000000001	3
3586	0.0132375	0	0.3450149443073535	22	0	0.807503213513	0.25053000000000003	0.736262	4
3098	0.00895906	0	0.28449671812972943	49	0	0.42772959856200005	0.9433219999999999	0.047749400000000004	36
2279	0.0156893	0	0.4598483603388314	0	0	0.7477025073019999	0.7562979999999999	0.228043	2
3229	0.018339599999999998	0	0.29425570331872875	0	0	0.34543867987599997	0.159521	0.822169	3
3057	0.00383356	0	0.3290345786822684	1	0	0.558220815158	0.0454004	0.9507959999999999	11
5043	0.00343145	0	0.3939734023068521	0	0	0.71074453199	0.0427969	0.953802	17
1920	0.0321499	0	0.3075456757741653	3	0	0.21876191516	0.77667	0.19121	39
1059	0.013615299999999999	0	0.3800643311784244	1	0	0.681669459259	0.18623499999999998	0.80018	6
3859	0.0109801	0	0.36356401384070375	35	0	0.573887201177	0.928989	0.0600605	4
3260	0.015090600000000001	0	0.32311210908052057	8	0	0.709384095036	0.28042399999999995	0.704516	0
1864	0.0126711	0	0.23820079206213896	10	0	0.264979300937	0.8731620000000001	0.114197	3
2460	0.014686600000000001	0	-1.0	8	1	0.148632405342	0.868168	0.117175	0
2370	0.0149615	0	-1.0	30	0	0.245819651106	0.598371	0.38669699999999996	2
3632	0.00806754	0	0.32364166523857624	1	0	0.23084547193799998	0.15605	0.8359120000000001	1
3555	0.0229457	0	0.2787879907819086	13	0	0.28159642006200003	0.46359700000000004	0.513487	22
2012	0.010184	0	0.2914756699210203	0	0	0.6807607775489999	0.097865	0.8919809999999999	3
2882	0.00355782	0	0.38160965886085213	0	0	0.7785355647139999	0.0365709	0.959901	32
1690	0.00525805	0	0.40927111529341664	0	0	0.64247514337	0.13117	0.8636020000000001	3
5244	0.028441	0	0.40633899061419704	0	0	0.802674244867	0.267608	0.703982	17
5247	0.0138031	0	0.3596828405173563	0	0	0.600306068689	0.253314	0.732913	5
3379	0.00764866	0	0.361023601615135	0	0	0.750902199827	0.11093599999999999	0.881446	0
3104	0.0135513	0	0.286828756067604	6	0	0.441613391806	0.578327	0.408152	37
2386	0.015506200000000001	0	0.29525735319880764	26	0	0.385246062474	0.604456	0.38006799999999996	4
2775	0.00995186	0	0.2620498135344607	1	0	0.30830203776799997	0.351848	0.638231	43
114	0.0102042	0	0.3468786788172582	0	0	0.696709675129	0.0895322	0.900294	28
2896	0.00375076	0	0.3586145313723328	0	0	0.7735373818119999	0.0683192	0.92796	5
317	0.00127826	0	0.3950317691407016	1	0	0.70396685956	0.0220267	0.976725	1
2292	0.015423099999999999	0	0.3612148087569806	0	0	0.7268985689040001	0.178162	0.806445	5
3410	0.0104787	0	0.2747715276891552	63	1	0.563693451934	0.9634780000000001	0.026073700000000002	3
798	0.014777600000000002	0	0.2665143942576641	2	0	0.47213737963	0.488227	0.497025	5
185	0.00924262	0	0.4013162731434972	1	0	0.7325064448909999	0.29741999999999996	0.693367	51
1407	0.0138304	0	0.3027120376147875	17	0	0.455672769547	0.8835940000000001	0.10260599999999999	2
2456	0.00601374	0	0.3424959104625962	0	0	0.7483053935519999	0.0482465	0.9457700000000001	1
3407	0.0119792	0	0.3924271793685492	2	0	0.686017543805	0.292004	0.696046	3
2242	0.0142983	0	0.3778933871883263	35	0	0.31766680187699997	0.796964	0.18876700000000002	0
3248	0.00641817	0	0.2636700399559245	2	0	0.16971543198300001	0.05173099999999999	0.941881	13
3624	0.0072328	0	0.3037760988920695	2	0	0.265132106853	0.09997669999999999	0.8928200000000001	15
2287	0.00933372	0	0.3878385107542964	1	0	0.6529601403899999	0.106028	0.884668	4
3206	0.011136700000000001	0	0.41092998770315214	0	0	0.612622062398	0.158109	0.830784	50
2150	0.0170148	0	0.22307369766856647	9	0	0.33044569459600004	0.8929819999999999	0.0900334	67
5232	0.0166524	0	0.3046423205765024	43	0	0.423461019342	0.915164	0.06821410000000001	1
2207	0.0137623	0	0.2851429841935048	2	0	0.30591281487300004	0.892856	0.09341160000000001	3
879	0.013877500000000001	0	0.2167838351168396	11	0	0.355798635533	0.354579	0.631574	47
3909	0.019644099999999998	0	0.3458212967172675	15	0	0.494214190991	0.644039	0.336347	5
4923	0.0192212	0	0.2228494080900968	2	0	0.412293927417	0.743686	0.237123	8
4079	0.00761396	0	0.3757248751971808	0	0	0.518534003168	0.175714	0.816702	2
195	0.012544	0	0.3832829302771924	1	0	0.510340292732	0.33316799999999996	0.6543180000000001	0
3403	0.026542000000000003	0	0.2497761965035841	0	0	0.143624138203	0.459297	0.514191	8
5224	0.00740993	0	0.3014085314031456	0	0	0.612849519125	0.10266600000000001	0.8899540000000001	83
3210	0.0238167	0	0.3642561152514422	6	0	0.501468489577	0.731995	0.244218	23
2560	0.00784793	0	0.3645393994601029	0	0	0.927134108904	0.11729	0.874892	27
4689	0.00626766	0	0.3849820773968586	1	0	0.7122281910670001	0.0489647	0.9447979999999999	3
3824	0.00571233	0	0.2752236824097603	3	0	0.6054645085	0.15093099999999998	0.8433870000000001	0
4304	0.0124675	0	0.2730453469228239	14	0	0.162247435587	0.896819	0.09074360000000001	4
4176	0.0171341	0	0.3885774114544381	0	0	0.7500722766	0.292971	0.689925	0
3026	0.017961	0	0.2560423641151487	9	0	0.280741001329	0.795652	0.186417	170
2123	0.0119582	0	0.3728766707910235	1	0	0.568676438289	0.124912	0.86316	4
2564	0.00333289	0	0.3809198092122294	0	0	0.58047728268	0.035086900000000004	0.9616100000000001	0
1288	0.0140191	0	0.3536848006887437	11	0	0.517065311941	0.135528	0.850482	4
3629	0.0104809	0	0.2817487846504661	8	0	0.516455371462	0.21304099999999998	0.776508	1
2228	0.0044842	0	0.3282610175877397	0	0	0.611557528071	0.0561227	0.939423	36
6011	0.014929699999999999	0	0.3773600815159901	2	0	0.501707887754	0.38811999999999997	0.5969800000000001	0
2853	0.00754189	0	0.3318939402940765	7	0	0.7311256015530001	0.115178	0.87731	90
5475	0.013658100000000001	0	0.2929742324694824	1	0	0.564050734679	0.47678000000000004	0.509592	6
2726	0.014631100000000001	0	0.2749863014223488	0	0	0.461342610453	0.21734699999999998	0.7680520000000001	3
1154	0.013219100000000001	0	0.3353939651006501	2	0	0.357774930832	0.47008599999999995	0.516725	1
3960	0.0085779	0	0.3679153889562999	0	0	0.640995218895	0.11549100000000001	0.8759610000000001	46
1853	0.0169892	0	0.4227429363856514	10	0	0.497140714846	0.85195	0.131091	3
553	0.00373226	0	0.4393694326657893	0	0	0.766319651165	0.0451586	0.951139	3
1261	0.018121900000000003	0	0.34464089907927425	0	0	0.390260158524	0.304494	0.6774140000000001	2
3677	0.00699215	0	0.3896523524084284	0	0	0.662830498665	0.131432	0.861606	0
3418	0.00408095	0	0.3774868576215187	2	0	0.835007844626	0.0124228	0.983526	4
4109	0.021557299999999998	0	0.34000691202467265	15	0	0.42640700621	0.753473	0.225	11
1818	0.013845500000000002	0	0.2621548812453351	4	0	0.352171061822	0.29393800000000003	0.692246	31
3597	0.023882499999999997	0	0.2717417840854173	6	0	0.48098535169699996	0.689224	0.28692399999999996	37
3008	0.00674623	0	0.363528730740907	0	0	0.754794231806	0.08934489999999999	0.9039389999999999	0
2581	0.0165759	0	0.3775797051510369	44	0	0.46033891533200005	0.35957100000000003	0.623883	1
3189	0.0175178	0	0.33959588145922776	14	0	0.386803128119	0.8267399999999999	0.155772	2
2133	0.00518481	0	0.3565927107750039	1	0	0.514631391834	0.146753	0.848092	113
4632	0.00539964	0	0.3534154834095225	2	0	0.649448018339	0.0710047	0.9236260000000001	60
2623	0.0061075	0	0.3872763939977237	1	0	0.573586462597	0.11386199999999999	0.8800600000000001	46
4246	0.00993965	0	0.3798035714498224	0	0	0.7938202625740001	0.139181	0.850909	18
1707	0.0262825	0	0.2617660460781322	27	0	0.478195585969	0.707252	0.266496	0
1375	0.017239400000000002	0	0.3143589016762409	51	0	0.587406304534	0.8574860000000001	0.125305	5
2381	0.00673875	0	0.3664624675612853	0	0	0.46546993633699996	0.0495532	0.943738	3
3551	0.00894807	0	0.3027426869081681	0	0	0.544490490191	0.0895243	0.901558	3
3530	0.017600900000000003	0	-1.0	2	0	0.301212157639	0.357686	0.624743	2
1571	0.0133357	0	0.34903628433858874	40	0	0.45503730682099996	0.881774	0.10492	38
3516	0.013049000000000002	0	0.3577664384141873	70	0	0.610571767273	0.845269	0.14171199999999998	0
2266	0.0100706	0	0.3633856257861929	1	0	0.676991450403	0.162393	0.827566	4
3476	0.00540968	0	0.36995347129223216	0	0	0.6582810715640001	0.048362199999999994	0.946258	2
4297	0.0016835	0	0.3660968936285482	0	0	0.7908665176540001	0.0132778	0.9850690000000001	52
3592	0.013447899999999999	0	0.3087891242534605	0	0	0.600092818495	0.530699	0.455883	5
881	0.00898935	0	0.2580184084870981	15	0	0.6038009423690001	0.908215	0.0828258	0
4832	0.00551673	0	0.3649800158740008	1	0	0.7539077921259999	0.08840269999999999	0.9061110000000001	1
2670	0.027237400000000002	0	0.3741029485308496	1	0	0.519815629602	0.575146	0.397647	4
780	0.021404	0	0.31868281918617924	98	0	0.502734461243	0.780341	0.198285	4
1250	0.013255200000000002	0	0.32054045318104923	0	0	0.499932603993	0.196878	0.7898970000000001	268
1807	0.020532599999999998	0	0.4116724424686356	5	0	0.555110819678	0.369187	0.61031	48
5929	0.00446924	0	0.30330084895438264	1	0	0.34954894138400006	0.048796	0.946765	24
2006	0.0119135	0	0.2761774376384178	20	0	0.47353752078199995	0.772329	0.215788	1
5993	0.00953959	0	0.29455197966322955	1	0	0.540001929338	0.220712	0.769778	4
2132	0.00260585	0	0.3462934117495161	0	0	0.630376648047	0.0207342	0.97669	5
3087	0.022069599999999998	0	0.24536252452000834	1	0	0.439365367856	0.420225	0.557736	2
150	0.007684899999999999	0	0.4074757216818908	0	0	0.664419401215	0.066249	0.9260959999999999	1
2924	0.0185914	0	0.419771900645415	0	0	0.832546871881	0.300725	0.680714	1
2480	0.0192746	0	0.3348817546464452	56	0	0.364241987592	0.531888	0.44886800000000004	36
1203	0.0163745	0	0.4078280339785632	2	0	0.650562909199	0.23990100000000003	0.743754	3
1277	0.00429693	0	0.3778968221998375	0	0	0.6870412248100001	0.05716860000000001	0.938564	14
2937	0.00480875	0	0.316961427679852	0	0	0.582645786918	0.04776369999999999	0.947457	14
2070	0.0112734	0	0.28047034212824096	57	0	0.426933647083	0.8910459999999999	0.0977105	52
179	0.03390719999999999	0	0.3637992879552149	1	0	0.7044850276160001	0.33829499999999996	0.627827	113
99	0.00790417	0	0.39773589374503177	0	0	0.706664987076	0.130018	0.862108	1
712	0.00679119	0	0.32633328677208745	0	0	0.735939228004	0.10875699999999999	0.884482	1
494	0.00340523	0	0.35275007406505504	0	0	0.539079540547	0.0229455	0.9736790000000001	1
293	0.0103142	0	0.31340704825274435	1	1	0.436030261907	0.9383819999999999	0.05133390000000001	3
3253	0.0115381	0	0.3006423284362875	0	0	0.7854721730740001	0.420321	0.568171	2
3457	0.010834700000000001	0	0.3754154778112849	1	0	0.469075015743	0.0940244	0.8951709999999999	13
3172	0.0112977	0	0.4133672876718183	2	0	0.7338727454899999	0.14677	0.8419620000000001	7
3746	0.00330503	0	0.3767620739135809	0	0	0.750967362115	0.0288184	0.967907	1
