label1	proba1	label2	proba2	label3	proba3	source
trusted	0.953173	fakeNews	0.0415614	satire	0.00529519	en
trusted	0.867361	fakeNews	0.120878	satire	0.0117908	en
trusted	0.42655	fakeNews	0.556035	satire	0.0174448	en
trusted	0.922453	fakeNews	0.0701308	satire	0.0074465	en
trusted	0.301408	fakeNews	0.68212	satire	0.0165029	en
trusted	0.829456	fakeNews	0.162022	satire	0.00855203	en
trusted	0.932232	fakeNews	0.0616159	satire	0.00618183	en
trusted	0.828009	fakeNews	0.160927	satire	0.0110934	en
trusted	0.898475	fakeNews	0.0965288	satire	0.00502634	en
trusted	0.85354	fakeNews	0.1384	satire	0.00808976	en
trusted	0.14926	fakeNews	0.83792	satire	0.0128504	en
trusted	0.0114061	fakeNews	0.981659	satire	0.00696493	en
trusted	0.99332	fakeNews	0.0058395	satire	0.00087088	en
trusted	0.822483	fakeNews	0.163534	satire	0.0140131	en
trusted	0.697399	fakeNews	0.290649	satire	0.011982	en
trusted	0.628894	fakeNews	0.355413	satire	0.0157233	en
trusted	0.737599	fakeNews	0.246872	satire	0.0155589	en
trusted	0.375227	fakeNews	0.603494	satire	0.021309	en
trusted	0.853613	fakeNews	0.140468	satire	0.00594926	en
trusted	0.811489	fakeNews	0.175842	satire	0.0126986	en
trusted	0.921582	fakeNews	0.0722671	satire	0.00618129	en
trusted	0.0508625	fakeNews	0.939398	satire	0.00976976	en
trusted	0.163117	fakeNews	0.817616	satire	0.0192972	en
trusted	0.0671332	fakeNews	0.920127	satire	0.01277	en
trusted	0.917445	fakeNews	0.0770855	satire	0.00549908	en
trusted	0.873051	fakeNews	0.12113	satire	0.00584926	en
trusted	0.75074	fakeNews	0.238354	satire	0.0109359	en
trusted	0.913018	fakeNews	0.0801691	satire	0.0068433	en
trusted	0.668157	fakeNews	0.312495	satire	0.0193781	en
trusted	0.279333	fakeNews	0.700824	satire	0.0198726	en
trusted	0.966559	fakeNews	0.0305228	satire	0.00294788	en
trusted	0.926159	fakeNews	0.0671571	satire	0.00671359	en
trusted	0.658009	fakeNews	0.329616	satire	0.0124048	en
trusted	0.80663	fakeNews	0.181275	satire	0.0121249	en
trusted	0.352777	fakeNews	0.632762	satire	0.0144914	en
trusted	0.0455731	fakeNews	0.938733	satire	0.015724	en
trusted	0.958219	fakeNews	0.0380218	satire	0.00378958	en
trusted	0.943227	fakeNews	0.0538911	satire	0.00291167	en
trusted	0.624298	fakeNews	0.362164	satire	0.0135677	en
trusted	0.197936	fakeNews	0.771322	satire	0.0307719	en
trusted	0.887493	fakeNews	0.106359	satire	0.0061783	en
trusted	0.949977	fakeNews	0.0452684	satire	0.00478474	en
trusted	0.955201	fakeNews	0.039187	satire	0.0056418	en
trusted	0.652486	fakeNews	0.328778	satire	0.0187668	en
trusted	0.937738	fakeNews	0.0573013	satire	0.004991	en
trusted	0.828111	fakeNews	0.163843	satire	0.00807566	en
trusted	0.94661	fakeNews	0.0482465	satire	0.00517399	en
trusted	0.243956	fakeNews	0.737846	satire	0.0182276	en
trusted	0.528058	fakeNews	0.453817	satire	0.0181546	en
trusted	0.568099	fakeNews	0.419923	satire	0.0120079	en
trusted	0.790387	fakeNews	0.196234	satire	0.0134096	en
trusted	0.0778003	fakeNews	0.912321	satire	0.00990879	en
trusted	0.899534	fakeNews	0.0896565	satire	0.0108401	en
trusted	0.736262	fakeNews	0.25053	satire	0.0132375	en
trusted	0.0477494	fakeNews	0.943322	satire	0.00895906	en
trusted	0.228043	fakeNews	0.756298	satire	0.0156893	en
trusted	0.822169	fakeNews	0.159521	satire	0.0183396	en
trusted	0.950796	fakeNews	0.0454004	satire	0.00383356	en
trusted	0.953802	fakeNews	0.0427969	satire	0.00343145	en
trusted	0.19121	fakeNews	0.77667	satire	0.0321499	en
trusted	0.80018	fakeNews	0.186235	satire	0.0136153	en
trusted	0.0600605	fakeNews	0.928989	satire	0.0109801	en
trusted	0.704516	fakeNews	0.280424	satire	0.0150906	en
trusted	0.114197	fakeNews	0.873162	satire	0.0126711	en
trusted	0.117175	fakeNews	0.868168	satire	0.0146866	en
trusted	0.386697	fakeNews	0.598371	satire	0.0149615	en
trusted	0.835912	fakeNews	0.15605	satire	0.00806754	en
trusted	0.513487	fakeNews	0.463597	satire	0.0229457	en
trusted	0.891981	fakeNews	0.097865	satire	0.010184	en
trusted	0.959901	fakeNews	0.0365709	satire	0.00355782	en
trusted	0.863602	fakeNews	0.13117	satire	0.00525805	en
trusted	0.703982	fakeNews	0.267608	satire	0.028441	en
trusted	0.732913	fakeNews	0.253314	satire	0.0138031	en
trusted	0.881446	fakeNews	0.110936	satire	0.00764866	en
trusted	0.408152	fakeNews	0.578327	satire	0.0135513	en
trusted	0.380068	fakeNews	0.604456	satire	0.0155062	en
trusted	0.638231	fakeNews	0.351848	satire	0.00995186	en
trusted	0.900294	fakeNews	0.0895322	satire	0.0102042	en
trusted	0.92796	fakeNews	0.0683192	satire	0.00375076	en
trusted	0.976725	fakeNews	0.0220267	satire	0.00127826	en
trusted	0.806445	fakeNews	0.178162	satire	0.0154231	en
trusted	0.0260737	fakeNews	0.963478	satire	0.0104787	en
trusted	0.497025	fakeNews	0.488227	satire	0.0147776	en
trusted	0.693367	fakeNews	0.29742	satire	0.00924262	en
trusted	0.102606	fakeNews	0.883594	satire	0.0138304	en
trusted	0.94577	fakeNews	0.0482465	satire	0.00601374	en
trusted	0.696046	fakeNews	0.292004	satire	0.0119792	en
trusted	0.188767	fakeNews	0.796964	satire	0.0142983	en
trusted	0.941881	fakeNews	0.051731	satire	0.00641817	en
trusted	0.89282	fakeNews	0.0999767	satire	0.0072328	en
trusted	0.884668	fakeNews	0.106028	satire	0.00933372	en
trusted	0.830784	fakeNews	0.158109	satire	0.0111367	en
trusted	0.0900334	fakeNews	0.892982	satire	0.0170148	en
trusted	0.0682141	fakeNews	0.915164	satire	0.0166524	en
trusted	0.0934116	fakeNews	0.892856	satire	0.0137623	en
trusted	0.631574	fakeNews	0.354579	satire	0.0138775	en
trusted	0.336347	fakeNews	0.644039	satire	0.0196441	en
trusted	0.237123	fakeNews	0.743686	satire	0.0192212	en
trusted	0.816702	fakeNews	0.175714	satire	0.00761396	en
trusted	0.654318	fakeNews	0.333168	satire	0.012544	en
trusted	0.514191	fakeNews	0.459297	satire	0.026542	en
trusted	0.889954	fakeNews	0.102666	satire	0.00740993	en
trusted	0.244218	fakeNews	0.731995	satire	0.0238167	en
trusted	0.874892	fakeNews	0.11729	satire	0.00784793	en
trusted	0.944798	fakeNews	0.0489647	satire	0.00626766	en
trusted	0.843387	fakeNews	0.150931	satire	0.00571233	en
trusted	0.0907436	fakeNews	0.896819	satire	0.0124675	en
trusted	0.689925	fakeNews	0.292971	satire	0.0171341	en
trusted	0.186417	fakeNews	0.795652	satire	0.017961	en
trusted	0.86316	fakeNews	0.124912	satire	0.0119582	en
trusted	0.96161	fakeNews	0.0350869	satire	0.00333289	en
trusted	0.850482	fakeNews	0.135528	satire	0.0140191	en
trusted	0.776508	fakeNews	0.213041	satire	0.0104809	en
trusted	0.939423	fakeNews	0.0561227	satire	0.0044842	en
trusted	0.59698	fakeNews	0.38812	satire	0.0149297	en
trusted	0.87731	fakeNews	0.115178	satire	0.00754189	en
trusted	0.509592	fakeNews	0.47678	satire	0.0136581	en
trusted	0.768052	fakeNews	0.217347	satire	0.0146311	en
trusted	0.516725	fakeNews	0.470086	satire	0.0132191	en
trusted	0.875961	fakeNews	0.115491	satire	0.0085779	en
trusted	0.131091	fakeNews	0.85195	satire	0.0169892	en
trusted	0.951139	fakeNews	0.0451586	satire	0.00373226	en
trusted	0.677414	fakeNews	0.304494	satire	0.0181219	en
trusted	0.861606	fakeNews	0.131432	satire	0.00699215	en
trusted	0.983526	fakeNews	0.0124228	satire	0.00408095	en
trusted	0.225	fakeNews	0.753473	satire	0.0215573	en
trusted	0.692246	fakeNews	0.293938	satire	0.0138455	en
trusted	0.286924	fakeNews	0.689224	satire	0.0238825	en
trusted	0.903939	fakeNews	0.0893449	satire	0.00674623	en
trusted	0.623883	fakeNews	0.359571	satire	0.0165759	en
trusted	0.155772	fakeNews	0.82674	satire	0.0175178	en
trusted	0.848092	fakeNews	0.146753	satire	0.00518481	en
trusted	0.923626	fakeNews	0.0710047	satire	0.00539964	en
trusted	0.88006	fakeNews	0.113862	satire	0.0061075	en
trusted	0.850909	fakeNews	0.139181	satire	0.00993965	en
trusted	0.266496	fakeNews	0.707252	satire	0.0262825	en
trusted	0.125305	fakeNews	0.857486	satire	0.0172394	en
trusted	0.943738	fakeNews	0.0495532	satire	0.00673875	en
trusted	0.901558	fakeNews	0.0895243	satire	0.00894807	en
trusted	0.624743	fakeNews	0.357686	satire	0.0176009	en
trusted	0.10492	fakeNews	0.881774	satire	0.0133357	en
trusted	0.141712	fakeNews	0.845269	satire	0.013049	en
trusted	0.827566	fakeNews	0.162393	satire	0.0100706	en
trusted	0.946258	fakeNews	0.0483622	satire	0.00540968	en
trusted	0.985069	fakeNews	0.0132778	satire	0.0016835	en
trusted	0.455883	fakeNews	0.530699	satire	0.0134479	en
trusted	0.0828258	fakeNews	0.908215	satire	0.00898935	en
trusted	0.906111	fakeNews	0.0884027	satire	0.00551673	en
trusted	0.397647	fakeNews	0.575146	satire	0.0272374	en
trusted	0.198285	fakeNews	0.780341	satire	0.021404	en
trusted	0.789897	fakeNews	0.196878	satire	0.0132552	en
trusted	0.61031	fakeNews	0.369187	satire	0.0205326	en
trusted	0.946765	fakeNews	0.048796	satire	0.00446924	en
trusted	0.215788	fakeNews	0.772329	satire	0.0119135	en
trusted	0.769778	fakeNews	0.220712	satire	0.00953959	en
trusted	0.97669	fakeNews	0.0207342	satire	0.00260585	en
trusted	0.557736	fakeNews	0.420225	satire	0.0220696	en
trusted	0.926096	fakeNews	0.066249	satire	0.0076849	en
trusted	0.680714	fakeNews	0.300725	satire	0.0185914	en
trusted	0.448868	fakeNews	0.531888	satire	0.0192746	en
trusted	0.743754	fakeNews	0.239901	satire	0.0163745	en
trusted	0.938564	fakeNews	0.0571686	satire	0.00429693	en
trusted	0.947457	fakeNews	0.0477637	satire	0.00480875	en
trusted	0.0977105	fakeNews	0.891046	satire	0.0112734	en
trusted	0.627827	fakeNews	0.338295	satire	0.0339072	en
trusted	0.862108	fakeNews	0.130018	satire	0.00790417	en
trusted	0.884482	fakeNews	0.108757	satire	0.00679119	en
trusted	0.973679	fakeNews	0.0229455	satire	0.00340523	en
trusted	0.0513339	fakeNews	0.938382	satire	0.0103142	en
trusted	0.568171	fakeNews	0.420321	satire	0.0115381	en
trusted	0.895171	fakeNews	0.0940244	satire	0.0108347	en
trusted	0.841962	fakeNews	0.14677	satire	0.0112977	en
trusted	0.967907	fakeNews	0.0288184	satire	0.00330503	en
trusted	0.544252	fakeNews	0.444201	satire	0.0115765	en
trusted	0.217439	fakeNews	0.765701	satire	0.0168899	en
trusted	0.947358	fakeNews	0.0485693	satire	0.00410285	en
trusted	0.464409	fakeNews	0.517136	satire	0.0184848	en
trusted	0.0617683	fakeNews	0.922348	satire	0.0159135	en
trusted	0.111333	fakeNews	0.876802	satire	0.0118953	en
trusted	0.156173	fakeNews	0.829324	satire	0.0145332	en
trusted	0.842037	fakeNews	0.146234	satire	0.0117594	en
trusted	0.897432	fakeNews	0.0961778	satire	0.00642062	en
trusted	0.794502	fakeNews	0.179172	satire	0.0263559	en
trusted	0.228847	fakeNews	0.75808	satire	0.0131029	en
trusted	0.0989463	fakeNews	0.884936	satire	0.0161474	en
trusted	0.931935	fakeNews	0.0651714	satire	0.00292355	en
trusted	0.819858	fakeNews	0.166209	satire	0.0139624	en
trusted	0.714526	fakeNews	0.266507	satire	0.0189977	en
trusted	0.961793	fakeNews	0.0331503	satire	0.0050868	en
trusted	0.913742	fakeNews	0.079554	satire	0.00673391	en
trusted	0.920048	fakeNews	0.0719265	satire	0.00805548	en
trusted	0.591722	fakeNews	0.393622	satire	0.0146869	en
trusted	0.833638	fakeNews	0.155548	satire	0.010844	en
trusted	0.605519	fakeNews	0.377321	satire	0.0171904	en
trusted	0.47908	fakeNews	0.504177	satire	0.0167729	en
trusted	0.0759246	fakeNews	0.909746	satire	0.014359	en
trusted	0.977389	fakeNews	0.0202474	satire	0.00239325	en
trusted	0.891795	fakeNews	0.101394	satire	0.00684149	en
trusted	0.806116	fakeNews	0.183406	satire	0.0105083	en
trusted	0.897344	fakeNews	0.0947886	satire	0.00789762	en
trusted	0.672427	fakeNews	0.313987	satire	0.0136154	en
trusted	0.958961	fakeNews	0.0368035	satire	0.00426586	en
trusted	0.00996604	fakeNews	0.983611	satire	0.00645272	en
trusted	0.937032	fakeNews	0.0572561	satire	0.00574224	en
trusted	0.28149	fakeNews	0.706358	satire	0.0121815	en
trusted	0.585703	fakeNews	0.394602	satire	0.0197252	en
trusted	0.987855	fakeNews	0.0106201	satire	0.0015547	en
trusted	0.92794	fakeNews	0.0662653	satire	0.00582471	en
trusted	0.896594	fakeNews	0.0988883	satire	0.00454751	en
trusted	0.0935828	fakeNews	0.890299	satire	0.0161487	en
trusted	0.68628	fakeNews	0.303663	satire	0.0100876	en
trusted	0.964678	fakeNews	0.0304602	satire	0.00489191	en
trusted	0.966705	fakeNews	0.0281988	satire	0.00512578	en
trusted	0.475409	fakeNews	0.493993	satire	0.0306281	en
trusted	0.0351859	fakeNews	0.950843	satire	0.0140008	en
trusted	0.788311	fakeNews	0.195946	satire	0.0157735	en
trusted	0.628305	fakeNews	0.35869	satire	0.013035	en
trusted	0.916114	fakeNews	0.0775563	satire	0.00635966	en
trusted	0.931783	fakeNews	0.0629502	satire	0.00529678	en
trusted	0.75232	fakeNews	0.236816	satire	0.0108937	en
trusted	0.165201	fakeNews	0.821524	satire	0.0133048	en
trusted	0.750784	fakeNews	0.232149	satire	0.0170965	en
trusted	0.359553	fakeNews	0.616221	satire	0.0242558	en
trusted	0.960507	fakeNews	0.0363601	satire	0.00316287	en
trusted	0.0883003	fakeNews	0.896367	satire	0.0153625	en
trusted	0.691281	fakeNews	0.298058	satire	0.0106916	en
trusted	0.983347	fakeNews	0.0133153	satire	0.00336736	en
trusted	0.195913	fakeNews	0.789843	satire	0.0142748	en
trusted	0.0924986	fakeNews	0.888036	satire	0.019496	en
trusted	0.918909	fakeNews	0.0767855	satire	0.00433605	en
trusted	0.891002	fakeNews	0.104906	satire	0.00412194	en
trusted	0.757851	fakeNews	0.23316	satire	0.00901888	en
trusted	0.23358	fakeNews	0.743928	satire	0.0225219	en
trusted	0.775162	fakeNews	0.216765	satire	0.00810303	en
trusted	0.20027	fakeNews	0.7847	satire	0.0150601	en
trusted	0.134125	fakeNews	0.856781	satire	0.00912416	en
trusted	0.947358	fakeNews	0.0485693	satire	0.00410285	en
trusted	0.886722	fakeNews	0.105868	satire	0.00743966	en
trusted	0.879326	fakeNews	0.113787	satire	0.00691741	en
trusted	0.151644	fakeNews	0.819131	satire	0.0292556	en
trusted	0.854068	fakeNews	0.135488	satire	0.0104741	en
trusted	0.325691	fakeNews	0.636376	satire	0.0379626	en
trusted	0.498433	fakeNews	0.478678	satire	0.0229191	en
trusted	0.675324	fakeNews	0.316777	satire	0.00792945	en
trusted	0.828069	fakeNews	0.16334	satire	0.00862092	en
trusted	0.928501	fakeNews	0.065313	satire	0.00621566	en
trusted	0.886137	fakeNews	0.107764	satire	0.00612964	en
trusted	0.964286	fakeNews	0.03312	satire	0.00262366	en
trusted	0.353981	fakeNews	0.633149	satire	0.0129005	en
trusted	0.0478171	fakeNews	0.947042	satire	0.00517038	en
trusted	0.322519	fakeNews	0.644924	satire	0.0325873	en
trusted	0.795441	fakeNews	0.197576	satire	0.00701359	en
trusted	0.955799	fakeNews	0.0389048	satire	0.00532661	en
trusted	0.895949	fakeNews	0.0988001	satire	0.00528114	en
trusted	0.974916	fakeNews	0.0231084	satire	0.00200554	en
trusted	0.958749	fakeNews	0.0343424	satire	0.00693854	en
trusted	0.980998	fakeNews	0.017627	satire	0.00140478	en
trusted	0.824793	fakeNews	0.167147	satire	0.00808945	en
trusted	0.787598	fakeNews	0.199583	satire	0.0128487	en
trusted	0.278135	fakeNews	0.703737	satire	0.0181576	en
trusted	0.897183	fakeNews	0.087954	satire	0.0148933	en
trusted	0.896666	fakeNews	0.0961041	satire	0.00726016	en
trusted	0.681341	fakeNews	0.30769	satire	0.0109994	en
trusted	0.372358	fakeNews	0.61475	satire	0.0129215	en
trusted	0.0734735	fakeNews	0.915242	satire	0.0113149	en
trusted	0.279695	fakeNews	0.702565	satire	0.0177702	en
trusted	0.512467	fakeNews	0.474283	satire	0.0132793	en
trusted	0.889405	fakeNews	0.0992393	satire	0.0113854	en
trusted	0.877743	fakeNews	0.114719	satire	0.00756852	en
trusted	0.839436	fakeNews	0.147574	satire	0.01302	en
trusted	0.785562	fakeNews	0.197514	satire	0.016954	en
trusted	0.123475	fakeNews	0.863439	satire	0.0131152	en
trusted	0.126265	fakeNews	0.857595	satire	0.0161706	en
trusted	0.841172	fakeNews	0.141573	satire	0.0172848	en
trusted	0.535804	fakeNews	0.448032	satire	0.0161938	en
trusted	0.812164	fakeNews	0.181619	satire	0.00624744	en
trusted	0.916439	fakeNews	0.0782907	satire	0.00530074	en
trusted	0.949369	fakeNews	0.0465981	satire	0.00406312	en
trusted	0.82646	fakeNews	0.163385	satire	0.0101847	en
trusted	0.434262	fakeNews	0.534657	satire	0.0311106	en
trusted	0.762566	fakeNews	0.226685	satire	0.0107784	en
trusted	0.807917	fakeNews	0.178418	satire	0.0136948	en
trusted	0.611733	fakeNews	0.360256	satire	0.0280406	en
trusted	0.964583	fakeNews	0.0320837	satire	0.00336364	en
trusted	0.972731	fakeNews	0.0243667	satire	0.00293192	en
trusted	0.849655	fakeNews	0.145643	satire	0.00473169	en
trusted	0.894726	fakeNews	0.0992069	satire	0.00609704	en
trusted	0.435786	fakeNews	0.544492	satire	0.019752	en
trusted	0.74599	fakeNews	0.231383	satire	0.0226568	en
trusted	0.904749	fakeNews	0.0879263	satire	0.00735443	en
trusted	0.938698	fakeNews	0.0570158	satire	0.00431667	en
trusted	0.678099	fakeNews	0.309564	satire	0.0123673	en
trusted	0.425137	fakeNews	0.557855	satire	0.0170377	en
trusted	0.609983	fakeNews	0.372753	satire	0.0172943	en
trusted	0.569432	fakeNews	0.396832	satire	0.0337659	en
trusted	0.146856	fakeNews	0.828702	satire	0.0244723	en
trusted	0.672861	fakeNews	0.309909	satire	0.0172594	en
trusted	0.289432	fakeNews	0.6841	satire	0.0264982	en
trusted	0.93952	fakeNews	0.0524006	satire	0.00810984	en
trusted	0.908686	fakeNews	0.0823997	satire	0.00894458	en
trusted	0.811149	fakeNews	0.174095	satire	0.0147856	en
trusted	0.16158	fakeNews	0.826845	satire	0.011605	en
trusted	0.652457	fakeNews	0.331118	satire	0.0164546	en
trusted	0.862066	fakeNews	0.126887	satire	0.0110775	en
trusted	0.755552	fakeNews	0.235256	satire	0.00922267	en
trusted	0.913978	fakeNews	0.0785459	satire	0.00750589	en
trusted	0.195345	fakeNews	0.787875	satire	0.0168102	en
trusted	0.0873196	fakeNews	0.894098	satire	0.0186121	en
trusted	0.786314	fakeNews	0.205544	satire	0.00817182	en
trusted	0.0689313	fakeNews	0.918633	satire	0.0124663	en
trusted	0.970849	fakeNews	0.0245037	satire	0.00467705	en
trusted	0.668383	fakeNews	0.318617	satire	0.0130301	en
trusted	0.215307	fakeNews	0.769966	satire	0.0147571	en
trusted	0.295462	fakeNews	0.684036	satire	0.0205313	en
trusted	0.611942	fakeNews	0.375314	satire	0.012774	en
trusted	0.919256	fakeNews	0.072263	satire	0.00851099	en
trusted	0.901786	fakeNews	0.0901175	satire	0.00812628	en
trusted	0.782793	fakeNews	0.204692	satire	0.0125454	en
trusted	0.0316424	fakeNews	0.960004	satire	0.00838332	en
trusted	0.51167	fakeNews	0.465642	satire	0.0227176	en
trusted	0.755026	fakeNews	0.23493	satire	0.0100746	en
