label1	proba1	label2	proba2	source
trusted	0.887104	fakeNews	0.112916	fr
trusted	0.857741	fakeNews	0.142279	fr
trusted	0.975441	fakeNews	0.0245791	fr
trusted	0.929409	fakeNews	0.0706105	fr
trusted	0.935332	fakeNews	0.0646879	fr
trusted	0.884679	fakeNews	0.115341	fr
trusted	0.569266	fakeNews	0.430754	fr
trusted	0.644617	fakeNews	0.355403	fr
trusted	0.564208	fakeNews	0.435812	fr
trusted	0.405566	fakeNews	0.594454	fr
trusted	0.896761	fakeNews	0.103259	fr
trusted	0.953319	fakeNews	0.0467005	fr
trusted	0.853342	fakeNews	0.146679	fr
trusted	0.908706	fakeNews	0.091314	fr
trusted	0.924043	fakeNews	0.0759771	fr
trusted	0.916265	fakeNews	0.083755	fr
trusted	0.845073	fakeNews	0.154947	fr
trusted	0.407734	fakeNews	0.592286	fr
trusted	0.776047	fakeNews	0.223973	fr
trusted	0.175013	fakeNews	0.825007	fr
trusted	0.74132	fakeNews	0.2587	fr
trusted	0.324158	fakeNews	0.675862	fr
trusted	0.787449	fakeNews	0.212571	fr
trusted	0.174142	fakeNews	0.825878	fr
trusted	0.61639	fakeNews	0.38363	fr
trusted	0.119751	fakeNews	0.880269	fr
trusted	0.664424	fakeNews	0.335596	fr
trusted	0.3935	fakeNews	0.60652	fr
trusted	0.947608	fakeNews	0.0524119	fr
trusted	0.598347	fakeNews	0.401673	fr
trusted	0.883856	fakeNews	0.116164	fr
trusted	0.582656	fakeNews	0.417364	fr
trusted	0.889947	fakeNews	0.110073	fr
trusted	0.870727	fakeNews	0.129293	fr
trusted	0.975782	fakeNews	0.0242385	fr
trusted	0.808222	fakeNews	0.191798	fr
trusted	0.899983	fakeNews	0.100037	fr
trusted	0.869728	fakeNews	0.130292	fr
trusted	0.927212	fakeNews	0.0728079	fr
trusted	0.318693	fakeNews	0.681327	fr
trusted	0.885041	fakeNews	0.114979	fr
trusted	0.569195	fakeNews	0.430825	fr
trusted	0.586133	fakeNews	0.413887	fr
trusted	0.429433	fakeNews	0.570587	fr
trusted	0.870084	fakeNews	0.129936	fr
trusted	0.529889	fakeNews	0.470131	fr
trusted	0.850151	fakeNews	0.149869	fr
trusted	0.745317	fakeNews	0.254703	fr
trusted	0.809633	fakeNews	0.190387	fr
trusted	0.916416	fakeNews	0.0836039	fr
trusted	0.772353	fakeNews	0.227668	fr
trusted	0.799501	fakeNews	0.200519	fr
trusted	0.604539	fakeNews	0.395481	fr
trusted	0.891688	fakeNews	0.108332	fr
trusted	0.491043	fakeNews	0.508977	fr
trusted	0.884208	fakeNews	0.115812	fr
trusted	0.439086	fakeNews	0.560934	fr
trusted	0.417603	fakeNews	0.582417	fr
trusted	0.859883	fakeNews	0.140137	fr
trusted	0.940313	fakeNews	0.059707	fr
trusted	0.760936	fakeNews	0.239084	fr
trusted	0.869897	fakeNews	0.130124	fr
trusted	0.973678	fakeNews	0.0263425	fr
trusted	0.489909	fakeNews	0.510111	fr
trusted	0.886914	fakeNews	0.113106	fr
trusted	0.866142	fakeNews	0.133878	fr
trusted	0.393065	fakeNews	0.606955	fr
trusted	0.922628	fakeNews	0.0773917	fr
trusted	0.534218	fakeNews	0.465802	fr
trusted	0.753213	fakeNews	0.246807	fr
trusted	0.856353	fakeNews	0.143667	fr
trusted	0.289675	fakeNews	0.710345	fr
trusted	0.750726	fakeNews	0.249295	fr
trusted	0.626454	fakeNews	0.373566	fr
trusted	0.923379	fakeNews	0.0766406	fr
trusted	0.207319	fakeNews	0.792701	fr
trusted	0.95669	fakeNews	0.0433305	fr
trusted	0.522427	fakeNews	0.477593	fr
trusted	0.886914	fakeNews	0.113106	fr
trusted	0.869262	fakeNews	0.130758	fr
trusted	0.70395	fakeNews	0.29607	fr
trusted	0.143122	fakeNews	0.856898	fr
trusted	0.850109	fakeNews	0.149911	fr
trusted	0.775331	fakeNews	0.224689	fr
trusted	0.775331	fakeNews	0.224689	fr
trusted	0.879019	fakeNews	0.121001	fr
trusted	0.970227	fakeNews	0.0297925	fr
trusted	0.842471	fakeNews	0.157549	fr
trusted	0.22243	fakeNews	0.77759	fr
trusted	0.551555	fakeNews	0.448465	fr
trusted	0.632809	fakeNews	0.367211	fr
trusted	0.768701	fakeNews	0.231319	fr
trusted	0.853939	fakeNews	0.146081	fr
trusted	0.976281	fakeNews	0.0237392	fr
trusted	0.674537	fakeNews	0.325483	fr
trusted	0.386599	fakeNews	0.613421	fr
trusted	0.874133	fakeNews	0.125887	fr
trusted	0.823108	fakeNews	0.176912	fr
trusted	0.618538	fakeNews	0.381482	fr
trusted	0.926288	fakeNews	0.0737316	fr
trusted	0.299662	fakeNews	0.700358	fr
trusted	0.910971	fakeNews	0.0890487	fr
trusted	0.161824	fakeNews	0.838196	fr
trusted	0.799579	fakeNews	0.200441	fr
trusted	0.864715	fakeNews	0.135305	fr
trusted	0.626884	fakeNews	0.373136	fr
trusted	0.834517	fakeNews	0.165503	fr
trusted	0.636866	fakeNews	0.363154	fr
trusted	0.935744	fakeNews	0.0642761	fr
trusted	0.872946	fakeNews	0.127074	fr
trusted	0.460062	fakeNews	0.539959	fr
trusted	0.947754	fakeNews	0.0522664	fr
trusted	0.671596	fakeNews	0.328424	fr
trusted	0.287801	fakeNews	0.712219	fr
trusted	0.892038	fakeNews	0.107982	fr
trusted	0.617206	fakeNews	0.382814	fr
trusted	0.89383	fakeNews	0.10619	fr
trusted	0.40606	fakeNews	0.59396	fr
trusted	0.701475	fakeNews	0.298545	fr
trusted	0.75045	fakeNews	0.24957	fr
trusted	0.769915	fakeNews	0.230105	fr
trusted	0.272029	fakeNews	0.727991	fr
trusted	0.375017	fakeNews	0.625003	fr
trusted	0.886914	fakeNews	0.113106	fr
trusted	0.696388	fakeNews	0.303632	fr
trusted	0.732149	fakeNews	0.267871	fr
trusted	0.372133	fakeNews	0.627887	fr
trusted	0.419605	fakeNews	0.580415	fr
trusted	0.572123	fakeNews	0.427897	fr
trusted	0.254912	fakeNews	0.745108	fr
trusted	0.3321	fakeNews	0.66792	fr
trusted	0.783065	fakeNews	0.216955	fr
trusted	0.420409	fakeNews	0.579611	fr
trusted	0.726259	fakeNews	0.273761	fr
trusted	0.804596	fakeNews	0.195424	fr
trusted	0.468685	fakeNews	0.531335	fr
trusted	0.408967	fakeNews	0.591053	fr
trusted	0.403002	fakeNews	0.597018	fr
trusted	0.425207	fakeNews	0.574813	fr
trusted	0.782965	fakeNews	0.217055	fr
trusted	0.209816	fakeNews	0.790204	fr
trusted	0.749331	fakeNews	0.250689	fr
trusted	0.855644	fakeNews	0.144377	fr
trusted	0.813045	fakeNews	0.186975	fr
trusted	0.870116	fakeNews	0.129904	fr
trusted	0.889022	fakeNews	0.110998	fr
trusted	0.434201	fakeNews	0.565819	fr
trusted	0.32329	fakeNews	0.67673	fr
trusted	0.90376	fakeNews	0.0962601	fr
trusted	0.93739	fakeNews	0.0626303	fr
trusted	0.879045	fakeNews	0.120975	fr
trusted	0.505496	fakeNews	0.494524	fr
trusted	0.611485	fakeNews	0.388535	fr
trusted	0.525471	fakeNews	0.474549	fr
trusted	0.534683	fakeNews	0.465337	fr
