nb_fakewords	ponctuation	partage	topic_title_sim	label	id	sim_tfidf	sim_texte_tittre	label1	proba1	label2	proba2	source
0	False	0	0.780238662209	trusted	5707	2	0.40524429160214875	trusted	0.530155	fakeNews	0.469865	fr
0	False	0	0.876700029689	trusted	5533	12	0.3730933332697538	trusted	0.897954	fakeNews	0.102067	fr
4	False	0	0.694120875695	fakeNews	4510	5	0.35422765369175685	trusted	0.587384	fakeNews	0.412636	fr
0	False	0	0.839536809404	trusted	5212	5	0.41259589676882275	trusted	0.818149	fakeNews	0.181871	fr
17	False	0	0.800094903715	fakeNews	5587	37	0.3733574894949259	trusted	0.340935	fakeNews	0.659085	fr
0	False	0	0.727576065687	trusted	5544	15	0.3749187936292228	trusted	0.678934	fakeNews	0.321086	fr
0	False	0	0.678113745719	trusted	5654	5	0.3855208491277959	trusted	0.917376	fakeNews	0.0826437	fr
12	True	0	0.642557598131	fakeNews	5882	3	0.24627883447437662	trusted	0.111575	fakeNews	0.888445	fr
22	True	0	0.614629316332	fakeNews	5702	6	0.39559675932074695	trusted	0.393646	fakeNews	0.606374	fr
0	False	0	0.693321872739	trusted	5894	6	0.3555424708834813	trusted	0.80823	fakeNews	0.19179	fr
2	False	0	0.764216596641	trusted	5769	24	0.3788477313212952	trusted	0.469721	fakeNews	0.530299	fr
28	False	0	0.633342534317	fakeNews	5738	31	0.3468046518512316	trusted	0.252518	fakeNews	0.747502	fr
0	False	0	0.657702604669	trusted	4456	80	0.36517123011003166	trusted	0.684322	fakeNews	0.315698	fr
0	False	0	0.812238348442	trusted	4526	56	0.40220561197306437	trusted	0.825933	fakeNews	0.174088	fr
1	False	0	0.832173473353	trusted	5494	3	0.38214405668230766	trusted	0.879633	fakeNews	0.120387	fr
1	False	0	0.742993934379	trusted	4359	6	0.3490918960293974	trusted	0.882094	fakeNews	0.117926	fr
0	False	0	0.654023958742	trusted	5581	68	0.4080009657825446	trusted	0.886914	fakeNews	0.113106	fr
35	False	0	0.739010924505	fakeNews	6033	3	0.3481426639618294	trusted	0.496235	fakeNews	0.503785	fr
0	False	0	0.795649495904	trusted	3414	2	0.3426991668766996	trusted	0.883715	fakeNews	0.116305	fr
4	False	0	0.482508419414	trusted	4869	1	0.3370230756654068	trusted	0.911873	fakeNews	0.0881475	fr
3	False	0	0.513506494533	trusted	5392	7	0.38842587204830203	trusted	0.699712	fakeNews	0.300308	fr
32	False	1	0.613906949119	fakeNews	5619	5	0.34391262520397736	trusted	0.387065	fakeNews	0.612955	fr
2	False	0	0.734769896186	trusted	5485	11	0.33170814313071395	trusted	0.730486	fakeNews	0.269534	fr
2	False	0	0.708038658551	trusted	5131	21	0.3922334905578921	trusted	0.776275	fakeNews	0.223745	fr
13	True	0	0.746494951854	fakeNews	5826	40	0.36108674827904946	trusted	0.586392	fakeNews	0.413628	fr
4	False	0	0.624286410131	fakeNews	5585	5	0.26884444983352196	trusted	0.530629	fakeNews	0.469391	fr
12	False	0	0.558179608518	fakeNews	4402	14	0.25769771097141264	trusted	0.314196	fakeNews	0.685824	fr
0	False	0	0.728169407551	trusted	4868	21	0.3773797144488772	trusted	0.867996	fakeNews	0.132024	fr
0	False	0	0.774944119292	trusted	4517	56	0.3744161650271346	trusted	0.876054	fakeNews	0.123966	fr
0	False	0	0.73428764038	trusted	4532	5	0.41183352860860895	trusted	0.833501	fakeNews	0.166519	fr
35	False	0	0.704441713787	fakeNews	5646	46	0.3980911572917905	trusted	0.214554	fakeNews	0.785466	fr
0	True	0	0.545807475032	trusted	4564	38	0.27590749587179614	trusted	0.953418	fakeNews	0.046602	fr
0	False	0	0.735010993784	trusted	4360	20	0.4410226408304015	trusted	0.847469	fakeNews	0.152551	fr
0	False	0	0.68424337617	trusted	5386	3	0.40600237980119347	trusted	0.873596	fakeNews	0.126424	fr
0	False	0	0.207689138266	trusted	4525	3	0.28801807750585723	trusted	0.929755	fakeNews	0.0702645	fr
32	False	1	0.628004420739	fakeNews	5727	3	0.2642038197542716	trusted	0.462695	fakeNews	0.537325	fr
68	False	0	0.835105277661	fakeNews	5632	5	0.3692219748621767	trusted	0.351226	fakeNews	0.648794	fr
1	False	1	0.654184027848	trusted	5570	8	0.3661136070354807	trusted	0.795423	fakeNews	0.204597	fr
0	False	0	0.863824097029	trusted	4556	32	0.43836716216901067	trusted	0.89208	fakeNews	0.10794	fr
4	False	0	0.624959657599	trusted	5609	3	0.22223772577474832	trusted	0.180484	fakeNews	0.819536	fr
15	False	0	0.800124589778	fakeNews	5534	4	0.4020577088458181	trusted	0.211951	fakeNews	0.788069	fr
5	False	0	0.688212746889	trusted	5200	53	0.3162462243327802	trusted	0.303694	fakeNews	0.696326	fr
2	False	0	0.692422588529	trusted	5716	1	0.3356477811781725	trusted	0.982784	fakeNews	0.0172359	fr
0	False	0	0.757259470235	trusted	5019	18	0.35475835697730496	trusted	0.971755	fakeNews	0.0282655	fr
0	False	0	0.85537503857	trusted	4488	4	0.38750306478201635	trusted	0.893599	fakeNews	0.106421	fr
0	False	0	0.697763238773	trusted	5746	3	0.3930003643055271	trusted	0.739064	fakeNews	0.260956	fr
1	False	0	0.577877003095	trusted	5413	5	0.31635811491212174	trusted	0.614639	fakeNews	0.385381	fr
1	False	0	0.750017850693	trusted	5670	4	0.35669924778958917	trusted	0.805086	fakeNews	0.194934	fr
6	False	1	0.567651365079	fakeNews	5154	3	0.3494279057983663	trusted	0.344012	fakeNews	0.656008	fr
2	False	0	0.710200713655	fakeNews	4975	12	0.4104157543381087	trusted	0.770048	fakeNews	0.229972	fr
3	False	0	0.831720458572	trusted	4907	5	0.4126432078709431	trusted	0.849515	fakeNews	0.150505	fr
26	False	0	0.467400576878	fakeNews	5596	44	0.30177541653525963	trusted	0.331715	fakeNews	0.668305	fr
27	False	0	0.730006003612	fakeNews	5449	6	0.35571611840184547	trusted	0.512193	fakeNews	0.487827	fr
0	False	0	0.73552574414	trusted	5576	2	0.39401080458067583	trusted	0.940238	fakeNews	0.0597817	fr
53	True	0	0.735689720058	fakeNews	5684	4	0.3067764150252696	trusted	0.849689	fakeNews	0.150331	fr
14	True	0	0.828466247821	fakeNews	5724	6	0.4236793073826592	trusted	0.368223	fakeNews	0.631797	fr
0	False	0	0.686422097108	trusted	3458	6	0.32680269775846266	trusted	0.532588	fakeNews	0.467432	fr
5	False	0	0.565203655315	trusted	5913	106	0.32199935880084213	trusted	0.755494	fakeNews	0.244526	fr
6	False	0	0.683042678296	trusted	5735	13	0.38313912899193103	trusted	0.589661	fakeNews	0.410359	fr
0	False	0	0.748834802558	trusted	5411	5	0.39970676730894217	trusted	0.792683	fakeNews	0.207337	fr
0	False	0	0.569040786201	fakeNews	5547	67	0.3574966216092562	trusted	0.145925	fakeNews	0.854095	fr
2	False	0	0.669724183019	trusted	5515	3	0.377675146514571	trusted	0.848464	fakeNews	0.151556	fr
1	False	0	0.488344715389	fakeNews	4498	2	0.3120763027723994	trusted	0.52551	fakeNews	0.47451	fr
31	True	0	0.590381204039	fakeNews	5447	2	0.2541284401362161	trusted	0.147584	fakeNews	0.852436	fr
0	False	0	0.770082241244	fakeNews	4540	6	0.4036424012884128	trusted	0.867047	fakeNews	0.132973	fr
0	False	0	0.727416278426	trusted	5440	4	0.3856467980821272	trusted	0.857411	fakeNews	0.142609	fr
11	False	0	0.66366847692	fakeNews	4431	30	0.36217465214748773	trusted	0.455593	fakeNews	0.544427	fr
2	False	0	0.6911987903	fakeNews	4914	55	0.32774977656263043	trusted	0.696806	fakeNews	0.303214	fr
18	True	0	0.698836699231	fakeNews	5415	163	0.33286114190745364	trusted	0.0406915	fakeNews	0.959329	fr
0	False	0	0.81701722866	trusted	5771	3	0.3465621635927065	trusted	0.851259	fakeNews	0.148761	fr
0	False	0	0.709410017488	trusted	5558	54	0.3579998613004817	trusted	0.667409	fakeNews	0.332611	fr
0	False	0	0.823374963227	trusted	4458	22	0.4201899046906004	trusted	0.808031	fakeNews	0.191989	fr
0	False	0	0.647602517627	trusted	5610	56	0.3403239111425921	trusted	0.749331	fakeNews	0.250689	fr
4	False	0	0.704395000992	fakeNews	5190	1	0.3808580546344235	trusted	0.488837	fakeNews	0.511183	fr
1	False	0	0.773853231369	trusted	4373	3	0.3387647736601214	trusted	0.487592	fakeNews	0.512428	fr
3	False	0	0.758182377724	fakeNews	5165	34	0.3961792893730936	trusted	0.2589	fakeNews	0.741121	fr
0	False	0	0.661176358293	trusted	5700	7	0.43002010271621566	trusted	0.8224	fakeNews	0.17762	fr
10	False	0	0.790497701787	fakeNews	4589	4	0.4388456662977937	trusted	0.289875	fakeNews	0.710145	fr
1	False	0	0.728735187207	trusted	5836	5	0.3864268213587446	trusted	0.731958	fakeNews	0.268062	fr
36	False	0	0.684860851613	fakeNews	5563	44	0.40095326912896445	trusted	0.225625	fakeNews	0.774395	fr
2	False	0	0.549319012878	fakeNews	4976	65	0.3639003767922576	trusted	0.0338622	fakeNews	0.966158	fr
0	False	0	0.804332216621	trusted	4445	36	0.35110404527300965	trusted	0.82998	fakeNews	0.17004	fr
5	False	0	0.709066285775	fakeNews	4551	35	0.26639201522255723	trusted	0.543105	fakeNews	0.456915	fr
0	False	0	0.781631503392	trusted	5174	2	0.36411428614494695	trusted	0.94794	fakeNews	0.0520801	fr
1	False	1	0.65957115501	trusted	5418	5	0.4075057184756048	trusted	0.695576	fakeNews	0.304444	fr
7	False	0	0.557826317378	trusted	4434	55	0.31644265455102477	trusted	0.725113	fakeNews	0.274907	fr
7	True	0	0.616381811433	trusted	5166	65	0.3316490259068771	trusted	0.90128	fakeNews	0.0987402	fr
1	False	0	0.692310109525	trusted	5445	8	0.4025443874883678	trusted	0.846935	fakeNews	0.153085	fr
0	False	0	0.325008009979	trusted	5167	102	0.2834836179096195	trusted	0.774668	fakeNews	0.225353	fr
1	False	0	0.473347555403	trusted	5437	20	0.21409444409417747	trusted	0.518881	fakeNews	0.481139	fr
0	False	0	0.761950891485	trusted	5370	7	0.42912101762634386	trusted	0.891689	fakeNews	0.108332	fr
2	False	0	0.489514228077	trusted	4893	15	0.3323246935699661	trusted	0.982662	fakeNews	0.0173577	fr
70	True	1	0.616603120274	fakeNews	4503	43	0.3118273482469695	trusted	0.109161	fakeNews	0.890859	fr
1	False	0	0.81518802527	trusted	5371	63	0.3992770957237498	trusted	0.606591	fakeNews	0.393429	fr
1	False	0	0.745045358783	trusted	5561	4	0.39970157417918595	trusted	0.349646	fakeNews	0.650374	fr
0	False	0	0.774712101932	trusted	4973	5	0.4094237119320963	trusted	0.901955	fakeNews	0.098065	fr
3	False	0	0.719175032793	trusted	4981	11	0.37754473440592706	trusted	0.866374	fakeNews	0.133646	fr
4	False	0	0.808443726584	fakeNews	4906	39	0.35844985916190514	trusted	0.368759	fakeNews	0.631261	fr
2	False	0	0.577135993909	trusted	5269	3	0.3279254357151771	trusted	0.937334	fakeNews	0.0626864	fr
0	False	0	0.635937015561	fakeNews	5458	27	0.3710200915333962	trusted	0.862019	fakeNews	0.138001	fr
0	False	0	0.689891920151	trusted	5640	7	0.3188422838706096	trusted	0.859712	fakeNews	0.140308	fr
3	True	1	0.613354126039	trusted	4390	3	0.382387426651648	trusted	0.442877	fakeNews	0.557143	fr
1	False	0	0.807791130133	fakeNews	5197	3	0.3710946675917982	trusted	0.0865275	fakeNews	0.913493	fr
1	False	0	0.760035809941	fakeNews	5407	3	0.40098446372756275	trusted	0.551749	fakeNews	0.448271	fr
0	False	0	0.818326738229	trusted	4491	3	0.3670406633452169	trusted	0.952402	fakeNews	0.0476181	fr
0	False	0	0.530780215223	trusted	4500	3	0.25684443026327913	trusted	0.973475	fakeNews	0.026545	fr
0	False	0	0.770636061294	trusted	5541	56	0.4098523836837348	trusted	0.889279	fakeNews	0.110741	fr
2	False	1	0.728395982904	trusted	5389	12	0.3367446201966717	trusted	0.983134	fakeNews	0.0168861	fr
0	False	0	0.522289146582	trusted	3538	1	0.3249912614043955	trusted	0.724687	fakeNews	0.275333	fr
0	False	0	0.812894532801	trusted	5182	8	0.38849699285488476	trusted	0.933407	fakeNews	0.0666134	fr
0	False	0	0.647602517627	trusted	5508	3	0.3403239111425921	trusted	0.749331	fakeNews	0.250689	fr
2	False	0	0.784257169682	trusted	5527	9	0.40090635022042265	trusted	0.495894	fakeNews	0.504126	fr
1	False	1	0.459411584657	trusted	5414	47	0.23224487985900835	trusted	0.939975	fakeNews	0.0600451	fr
1	False	0	0.734704384193	trusted	5186	5	0.4208779799500478	trusted	0.648848	fakeNews	0.351172	fr
0	False	0	0.722732323895	trusted	5461	86	0.40189293586654473	trusted	0.771968	fakeNews	0.228052	fr
3	True	0	0.826303519798	fakeNews	5739	4	0.36810304909973707	trusted	0.727626	fakeNews	0.272394	fr
0	False	0	0.824841908019	trusted	4971	16	0.4333315552892479	trusted	0.938626	fakeNews	0.0613939	fr
1	False	0	0.696040237424	trusted	4471	43	0.40872705087494354	trusted	0.78773	fakeNews	0.21229	fr
2	False	0	0.749395894569	trusted	5387	27	0.42710146849108677	trusted	0.807928	fakeNews	0.192092	fr
0	False	0	0.724620130891	trusted	5398	138	0.4076278788480949	trusted	0.883856	fakeNews	0.116164	fr
1	False	0	0.761141618717	trusted	4452	23	0.3726338577806874	trusted	0.443966	fakeNews	0.556054	fr
1	False	0	0.589959299245	trusted	5685	2	0.3316717427179717	trusted	0.840281	fakeNews	0.159739	fr
1	False	0	0.406156959492	trusted	4470	1	0.28102083744327117	trusted	0.966406	fakeNews	0.0336141	fr
0	False	0	0.612981844869	trusted	5377	6	0.3401388774880113	trusted	0.75045	fakeNews	0.24957	fr
0	False	0	0.71312157537	trusted	4963	9	0.38016441955115987	trusted	0.8271	fakeNews	0.17292	fr
1	False	0	0.830555125881	trusted	4440	4	0.40633335415850574	trusted	0.721332	fakeNews	0.278688	fr
2	False	0	0.574269489778	trusted	5794	49	0.407938723546994	trusted	0.890107	fakeNews	0.109913	fr
25	False	0	0.786266338961	fakeNews	4464	16	0.38016734387157297	trusted	0.466621	fakeNews	0.533399	fr
1	False	0	0.742532444466	trusted	5866	70	0.37854359815874167	trusted	0.875718	fakeNews	0.124302	fr
0	False	0	0.637576131304	trusted	5278	63	0.22118498895206834	trusted	0.665819	fakeNews	0.334201	fr
0	False	0	0.730012001872	trusted	5900	8	0.4198942361805768	trusted	0.897613	fakeNews	0.102407	fr
0	False	0	0.775298737901	trusted	4898	8	0.3473749071136833	trusted	0.826774	fakeNews	0.173246	fr
15	False	0	0.562090624258	fakeNews	5211	6	0.34516190413707853	trusted	0.1853	fakeNews	0.81472	fr
0	False	0	0.866298385772	trusted	5270	85	0.3591638768423674	trusted	0.90897	fakeNews	0.0910502	fr
17	False	0	0.774966712219	fakeNews	4362	5	0.3736681479040349	trusted	0.437174	fakeNews	0.562846	fr
0	False	0	0.668897732994	trusted	4553	23	0.40370990984342	trusted	0.885035	fakeNews	0.114985	fr
39	True	0	0.62100101623	fakeNews	4364	120	0.33348325872441514	trusted	0.31451	fakeNews	0.68551	fr
7	False	0	0.829783165442	fakeNews	5772	42	0.3271164601216404	trusted	0.340077	fakeNews	0.659944	fr
23	False	0	0.7875395874	fakeNews	5159	11	0.41625244918886506	trusted	0.142015	fakeNews	0.858005	fr
18	False	0	0.470740833921	fakeNews	3450	6	0.2639370723936853	trusted	0.306416	fakeNews	0.693604	fr
1	False	0	0.744586659928	fakeNews	5655	49	0.35741163467868836	trusted	0.513173	fakeNews	0.486847	fr
1	False	0	0.885928707116	fakeNews	5906	2	0.42100547170778235	trusted	0.860417	fakeNews	0.139604	fr
4	False	0	0.451758443937	fakeNews	5874	5	0.19374429234259685	trusted	0.206349	fakeNews	0.793671	fr
2	False	0	0.815303754713	trusted	4435	6	0.41042085737861866	trusted	0.837239	fakeNews	0.162781	fr
1	False	0	0.351822058912	fakeNews	5589	2	0.2473124437315615	trusted	0.52551	fakeNews	0.47451	fr
2	False	0	0.811625616567	trusted	5895	0	0.33279345243932584	trusted	0.804161	fakeNews	0.195859	fr
0	False	0	0.745392448102	trusted	5015	8	0.29643982717213774	trusted	0.561081	fakeNews	0.438939	fr
11	False	0	0.785713258917	fakeNews	5525	20	0.398791424172041	trusted	0.492177	fakeNews	0.507843	fr
0	False	0	0.810085627451	trusted	4369	12	0.394864188236514	trusted	0.90321	fakeNews	0.0968104	fr
1	False	0	0.76771959734	fakeNews	5905	58	0.37515371816038234	trusted	0.548786	fakeNews	0.451234	fr
0	False	0	0.619623953569	trusted	5788	3	0.24443381817161922	trusted	0.863832	fakeNews	0.136188	fr
0	False	0	0.702351943197	trusted	5848	2	0.3581553926126369	trusted	0.947049	fakeNews	0.0529712	fr
3	False	0	0.648373332489	fakeNews	5761	2	0.33773196921071075	trusted	0.251389	fakeNews	0.748631	fr
0	False	0	0.471717771054	fakeNews	5432	55	0.33514828797054247	trusted	0.145925	fakeNews	0.854095	fr
0	False	0	0.761160964296	trusted	5851	44	0.35879565908406563	trusted	0.341361	fakeNews	0.658659	fr
0	False	0	0.844772116201	trusted	5721	1	0.38395464881971814	trusted	0.725518	fakeNews	0.274502	fr
2	False	0	0.680111163872	trusted	5528	3	0.3276788060140939	trusted	0.631242	fakeNews	0.368778	fr
4	False	0	0.787424665037	trusted	4505	4	0.3835054564310413	trusted	0.455344	fakeNews	0.544676	fr
75	False	1	0.76517510209	fakeNews	4395	2	0.3795926873695339	trusted	0.183598	fakeNews	0.816422	fr
1	False	0	0.745907418877	trusted	5620	6	0.3721863459825642	trusted	0.670272	fakeNews	0.329748	fr
2	False	0	0.736700664251	fakeNews	3454	7	0.2882127954080021	trusted	0.628427	fakeNews	0.371593	fr
1	False	0	0.773545879515	trusted	5367	12	0.34062097384957246	trusted	0.420189	fakeNews	0.579831	fr
0	False	0	0.722732323895	trusted	5509	131	0.40189293586654473	trusted	0.771968	fakeNews	0.228052	fr
0	False	0	0.748104887104	trusted	5465	25	0.4153072443162391	trusted	0.788702	fakeNews	0.211318	fr
53	True	0	0.702561802341	fakeNews	4375	7	0.33664833429248	trusted	0.850212	fakeNews	0.149808	fr
0	False	0	0.756054752693	trusted	4507	1	0.3994120845437115	trusted	0.931746	fakeNews	0.0682739	fr
6	False	0	0.840254865136	fakeNews	5191	1	0.4177488840281741	trusted	0.579827	fakeNews	0.420193	fr
0	False	0	0.860576847621	trusted	5495	2	0.37930378082072325	trusted	0.876981	fakeNews	0.123039	fr
0	False	0	0.875856424248	trusted	5136	197	0.36657698936272504	trusted	0.824185	fakeNews	0.175835	fr
71	True	0	0.790740768361	fakeNews	5452	2	0.3987188886533537	trusted	0.293839	fakeNews	0.706181	fr
14	False	0	0.646169829578	fakeNews	5686	27	0.38936817147047686	trusted	0.32215	fakeNews	0.67787	fr
0	False	0	0.745609187204	trusted	5616	3	0.37635489735329025	trusted	0.843857	fakeNews	0.156164	fr
0	False	0	0.708680065741	trusted	5712	47	0.3934372586950627	trusted	0.632923	fakeNews	0.367097	fr
8	False	1	0.795610899868	fakeNews	5195	9	0.3898321874115903	trusted	0.197099	fakeNews	0.802921	fr
0	False	0	0.67808177765	trusted	5869	3	0.32910321531636577	trusted	0.938325	fakeNews	0.0616947	fr
1	False	0	0.499095442141	trusted	3517	2	0.36293049234574043	trusted	0.688386	fakeNews	0.311634	fr
9	False	0	0.593510077329	trusted	5859	9	0.33153631653099014	trusted	0.246855	fakeNews	0.753165	fr
0	False	0	0.532767299297	trusted	5639	4	0.328927611983848	trusted	0.973023	fakeNews	0.0269974	fr
0	False	0	0.824755184313	trusted	4999	48	0.38763202988509393	trusted	0.937974	fakeNews	0.0620459	fr
0	False	0	0.744934504572	trusted	5663	4	0.40975268304286855	trusted	0.633426	fakeNews	0.366594	fr
0	False	0	0.793882656314	trusted	5719	6	0.39059026790793716	trusted	0.872356	fakeNews	0.127664	fr
0	False	0	0.863789790153	trusted	5532	2	0.3995300478762924	trusted	0.659031	fakeNews	0.340989	fr
1	False	0	0.801601891327	trusted	5631	5	0.3282180865380215	trusted	0.935334	fakeNews	0.0646856	fr
0	False	0	0.759458330742	fakeNews	4964	8	0.28379822453812464	trusted	0.620646	fakeNews	0.379374	fr
1	False	1	0.480149506054	trusted	5255	50	0.23052125225133444	trusted	0.878294	fakeNews	0.121726	fr
56	True	1	0.648327827546	fakeNews	5852	1	0.28171609602612907	trusted	0.242084	fakeNews	0.757936	fr
0	False	0	0.474756293999	trusted	5551	68	0.2762163273287176	trusted	0.939418	fakeNews	0.0606022	fr
0	False	0	0.785180829308	trusted	5657	3	0.3717255253310417	trusted	0.913919	fakeNews	0.0861007	fr
4	False	0	0.607650438563	fakeNews	4394	23	0.3114991153536054	trusted	0.535498	fakeNews	0.464522	fr
96	False	0	0.72929762887	fakeNews	5776	1	0.32114372574283073	trusted	0.186418	fakeNews	0.813602	fr
3	False	0	0.753133162175	trusted	4386	2	0.3789118769108912	trusted	0.736865	fakeNews	0.263155	fr
9	True	0	0.856712912776	fakeNews	5374	53	0.43582355467743145	trusted	0.410215	fakeNews	0.589805	fr
10	False	0	0.780578760091	fakeNews	5463	5	0.3589753577659042	trusted	0.238214	fakeNews	0.761806	fr
1	False	0	0.721940126604	trusted	5134	1	0.4040202419764858	trusted	0.866597	fakeNews	0.133423	fr
6	False	1	0.780891989815	fakeNews	5577	162	0.34588281622745237	trusted	0.648981	fakeNews	0.351039	fr
1	False	0	0.792708897413	trusted	5706	90	0.3631189893717095	trusted	0.843316	fakeNews	0.156704	fr
1	False	0	nan	trusted	4586	7	0.2991977265034905	trusted	0.882345	fakeNews	0.117675	fr
0	False	0	0.815009077983	trusted	5853	7	0.4327087008383442	trusted	0.853049	fakeNews	0.146971	fr
0	False	0	0.740520782209	trusted	5898	42	0.3334515300597005	trusted	0.857036	fakeNews	0.142984	fr
3	False	0	0.528796063507	trusted	4573	4	0.326382785346658	trusted	0.758116	fakeNews	0.241904	fr
0	False	0	0.691562448017	trusted	5751	5	0.32315032637326996	trusted	0.674489	fakeNews	0.325531	fr
21	False	0	0.731769867989	fakeNews	4970	4	0.35757525701194104	trusted	0.384899	fakeNews	0.615121	fr
1	False	0	0.628552833081	trusted	5870	16	0.3822843323789926	trusted	0.714294	fakeNews	0.285726	fr
67	False	0	0.645580904326	fakeNews	5274	2	0.3650587405553861	trusted	0.227126	fakeNews	0.772894	fr
0	False	0	0.78721845357	trusted	5782	40	0.37835437249342213	trusted	0.76607	fakeNews	0.23395	fr
4	False	0	0.854329646609	fakeNews	5615	62	0.3698630324471954	trusted	0.633798	fakeNews	0.366222	fr
1	False	0	0.757234026836	trusted	5397	2	0.34463643770929314	trusted	0.770628	fakeNews	0.229392	fr
0	False	0	0.291943594551	trusted	5713	2	0.3069948148369751	trusted	0.785999	fakeNews	0.214021	fr
1	False	0	0.732689062529	trusted	5428	165	0.3858673621736842	trusted	0.265838	fakeNews	0.734182	fr
7	False	0	0.688347709175	fakeNews	5656	3	0.264589961478859	trusted	0.553105	fakeNews	0.446915	fr
15	False	0	0.768558840163	fakeNews	4401	1	0.37993910852118307	trusted	0.369914	fakeNews	0.630106	fr
4	True	0	0.794188363149	trusted	4490	7	0.40162949213217375	trusted	0.876482	fakeNews	0.123538	fr
0	False	0	0.824974311699	trusted	5383	7	0.3923457291415632	trusted	0.869524	fakeNews	0.130496	fr
6	False	0	0.756635099392	fakeNews	5586	76	0.32390141981564186	trusted	0.622432	fakeNews	0.377588	fr
12	False	1	0.783608375215	fakeNews	4597	0	0.37800030081737124	trusted	0.120033	fakeNews	0.879987	fr
43	True	1	0.723996086342	fakeNews	4463	8	0.3784247301835508	trusted	0.263228	fakeNews	0.736792	fr
22	True	1	0.630926443777	fakeNews	5372	1	0.25169415067027634	trusted	0.461311	fakeNews	0.538709	fr
0	False	0	0.813698761354	trusted	5520	6	0.380108684176833	trusted	0.887989	fakeNews	0.112031	fr
2	False	0	0.857137823536	trusted	5137	50	0.34335978891179686	trusted	0.676166	fakeNews	0.323854	fr
46	True	4	0.675843327366	fakeNews	4531	11	0.32981761251488384	trusted	0.290819	fakeNews	0.709201	fr
0	False	0	0.612085719453	trusted	5155	2	0.37677172642589446	trusted	0.81242	fakeNews	0.1876	fr
19	False	1	0.683024921536	fakeNews	4494	3	0.24519956089000547	trusted	0.553914	fakeNews	0.446106	fr
25	False	0	0.469844338987	fakeNews	4451	7	0.1736965571715502	trusted	0.63914	fakeNews	0.36088	fr
0	False	0	0.784368575036	trusted	5390	47	0.3503491736019724	trusted	0.561093	fakeNews	0.438927	fr
26	False	0	0.83081969369	fakeNews	5401	3	0.4178188037882837	trusted	0.141199	fakeNews	0.858821	fr
0	False	0	0.715147242995	fakeNews	4863	2	0.36652970650263944	trusted	0.67831	fakeNews	0.32171	fr
0	False	0	0.791701800663	trusted	4413	2	0.3283323066759935	trusted	0.892038	fakeNews	0.107982	fr
12	False	0	0.37221584202	fakeNews	5260	5	0.27920892742617276	trusted	0.0834596	fakeNews	0.91656	fr
21	True	1	0.723429321972	fakeNews	4382	5	0.2514928159200453	trusted	0.38567	fakeNews	0.61435	fr
2	False	0	0.58180102558	trusted	5578	1	0.36240946341188773	trusted	0.579729	fakeNews	0.420291	fr
0	False	0	0.846525572419	trusted	5014	1	0.415594517693608	trusted	0.831148	fakeNews	0.168872	fr
0	False	0	0.835640277819	fakeNews	5542	2	0.4044190089335662	trusted	0.891713	fakeNews	0.108307	fr
12	False	1	0.875677347428	fakeNews	5796	0	0.39990852800567467	trusted	0.225614	fakeNews	0.774406	fr
