5325	0
232	10
4059	0
2190	4
3884	41
1154	1
4794	19
2545	29
4275	4
1705	2
1238	0
282	4
1124	178
4851	1
921	79
2906	3
2030	2
3659	58
4843	85
1219	59
2393	1
4761	16
335	3
128	1
863	82
1413	46
4801	21
523	0
2391	0
2856	89
1418	5
3020	2
4080	3
3747	0
5342	0
4845	72
363	3
4703	5
114	28
573	29
1678	12
3209	1
1777	6
5921	15
2544	105
2254	3
3300	0
908	13
594	7
2579	10
3511	54
3120	30
4731	27
2767	8
2442	4
599	18
2051	194
3227	0
4237	7
1935	5
838	13
4823	27
1247	43
5937	15
2610	17
5013	2
2473	44
1612	1
3693	1
429	30
2781	4
1226	83
4315	2
5329	1
4180	85
1368	0
1407	2
1788	2
4230	38
2818	3
3563	17
2075	2
66	28
3195	5
4050	0
3337	0
560	41
2775	43
3176	33
969	18
685	30
2401	10
1655	53
1548	100
658	64
1056	71
1161	37
4686	3
3146	3
4909	25
951	1
1097	2
3735	6
2281	5
3800	11
4724	2
2735	73
774	0
124	63
2046	1
2332	4
3936	8
1458	2
5845	0
3139	2
1336	2
795	0
2799	18
2550	2
4948	2
2524	21
1073	29
1928	29
308	0
2492	3
164	1
869	45
624	2
5036	63
910	1
6012	2
497	2
5066	8
755	5
1080	1
2925	0
2404	0
2395	6
73	1
4861	0
2162	4
999	29
670	10
5008	12
1260	18
5069	4
4834	2
5071	63
3247	4
3306	2
1979	3
920	23
215	2
2358	40
150	1
1142	52
2941	0
2649	0
291	16
5944	38
2914	104
3479	4
4128	0
3156	74
4789	6
1376	4
46	7
1693	3
96	24
754	21
250	62
2156	27
4942	3
1824	1
2381	3
4150	1
3042	62
1875	4
1282	1
2982	2
1469	1
3926	2
1650	280
5479	9
3211	1
146	4
4926	0
2454	14
2154	12
6046	0
2380	0
4792	1
3522	15
3630	68
3972	6
3927	36
5962	0
4166	2
398	4
5753	215
2609	1
3466	2
24	0
737	0
4747	4
2548	1
1480	38
3299	130
467	0
1189	0
4815	40
2111	2
751	1
4182	53
2232	21
809	3
972	29
5310	2
2901	2
1064	2
4674	22
690	43
4026	112
3762	1
1428	3
1288	4
4593	1
3439	41
4644	16
4722	25
1737	0
4817	12
3796	7
2053	4
5994	6
3755	4
1818	31
3452	40
3326	30
4239	10
3405	3
5999	1
2145	4
2208	23
3934	2
4835	2
2352	13
3685	0
220	2
4756	5
2539	23
4145	7
6037	1
4103	2
4343	48
2062	2
3652	8
4632	60
2161	0
437	0
1906	1
3137	3
519	1
1556	2
20	2
2967	24
4332	39
5807	25
3924	0
1151	7
3451	38
1898	1
3350	33
789	29
113	13
3416	71
78	4
3212	1
1807	48
3426	0
3201	22
4708	2
1809	15
2555	7
4671	31
49	184
1868	94
3942	7
1332	1
214	1
896	2
261	0
1004	70
83	77
531	1
1271	3
4925	10
4957	2
1519	2
3213	1
4319	24
697	7
2463	52
2529	2
3481	49
5928	2
808	39
4013	19
242	3
3106	0
4669	4
3859	4
3823	0
186	68
3826	39
1771	1
655	60
1712	3
4687	2
1455	114
4600	1
1622	4
5331	1
2984	1
2488	8
1192	0
884	1
2671	7
5480	23
3210	23
3578	42
2907	2
3335	41
1721	39
91	5
1246	54
402	2
3497	0
1645	9
4612	3
1511	62
161	32
2247	6
3760	212
1379	1
1349	1
2731	2
782	2
2546	4
669	1
362	2
4171	1
11	41
377	0
345	4
784	102
3960	46
1781	1
3770	4
2480	36
2287	4
700	47
2414	3
4767	25
1198	13
3999	1
3368	1
3592	5
559	1
705	58
864	47
2666	1
941	2
2777	77
980	6
5224	83
1482	74
4631	2
3585	2
1329	4
1483	3
1517	0
4805	4
628	122
2315	2
1923	2
1764	1
2298	88
2744	69
1540	8
4314	5
3671	2
61	1
2948	14
2379	3
4941	3
5311	2
3501	22
718	26
5025	4
3683	0
424	2
1222	0
3712	23
1744	2
357	79
2406	1
5803	73
2263	2
5938	1
6021	1
4246	18
3940	4
5244	17
4645	2
843	1
1252	3
4156	20
3403	8
1460	0
2844	74
2141	1
1250	268
4696	3
4297	52
131	72
3988	7
2370	2
3840	0
3086	2
4161	1
2864	2
2279	2
5042	7
3346	1
5954	71
2210	6
3039	3
528	5
1122	2
1736	8
2047	30
1716	5
4676	4
1394	7
576	7
5952	3
3251	20
2991	6
2176	22
5919	2
349	3
3694	2
976	5
1833	0
712	1
5243	3
923	2
3554	1
2863	4
1951	3
1086	22
465	22
365	1
3551	3
2908	89
836	0
512	93
1049	0
2362	2
3588	212
819	5
557	1
4697	1
3010	4
1819	3
1883	35
2311	1
3669	7
659	2
2893	8
4224	21
2719	3
407	35
1322	75
3944	28
3537	5
1253	0
5000	25
1672	1
4949	2
1959	3
4281	3
2371	97
3607	3
498	3
3794	47
1180	2
5466	1
4267	5
1344	28
2474	1
1	0
4733	34
1045	0
3602	19
2861	10
5988	1
4095	2
1887	22
2808	105
2106	22
4710	0
2478	1
4943	36
3976	2
2963	16
1267	93
3821	50
4276	59
2517	15
1343	3
3955	3
1128	14
84	2
5215	1
2436	0
3862	0
2008	47
2102	61
2377	26
2149	3
3138	3
1641	4
1766	3
1403	1
4125	42
1392	11
1649	2
1658	0
5934	65
3187	30
1169	1
3114	3
2265	2
2360	1
4007	3
2817	16
5929	24
309	3
759	2
386	0
677	2
2240	27
2204	2
6028	112
4832	1
495	5
187	9
3819	74
3719	5
3608	1
1377	3
932	5
4089	2
511	0
2613	86
1197	6
2768	2
5354	0
3420	41
224	10
882	114
3418	4
5290	87
813	64
59	0
3946	3
2259	3
2685	47
2558	6
738	2
3801	2
157	1
2258	1
3446	0
4199	40
3035	2
3260	0
2828	3
4006	23
4752	4
547	1
3302	0
5981	1
1391	19
631	2
4025	5
1643	62
3343	37
4184	10
3200	0
2318	3
3971	15
948	44
4304	4
694	38
403	3
5984	10
2946	0
1647	6
3980	3
870	1
2288	2
4086	16
818	42
5219	1
5226	4
785	3
3586	4
1312	6
201	27
3075	4
1915	39
5073	4
3806	55
3467	2
2400	6
1717	2
2207	3
602	2
2482	15
4243	25
371	3
1395	1
3733	41
5114	17
3400	5
1927	1
2080	19
829	0
1559	15
3404	2
1768	3
802	3
360	71
2268	61
3856	33
2721	2
3429	8
2603	18
3952	8
3758	46
1832	4
3571	2
1514	49
2727	0
3293	1
2317	1
2736	16
2551	2
4938	1
2637	1
485	26
2082	63
4935	0
1366	21
4126	0
5116	2
4862	50
2500	3
5350	2
558	34
2961	163
4858	2
1375	5
1013	15
2703	15
5250	26
458	3
5301	1
680	30
1466	2
104	6
682	1
1237	10
1266	34
2078	78
536	31
1171	7
5230	2
5323	1
2175	5
302	0
5123	46
3677	0
3225	2
2002	3
739	0
1096	3
3296	108
4301	5
4819	3
3189	2
3093	2
3645	1
414	2
1568	55
3616	0
2385	1
4791	42
909	5
2979	0
1804	3
196	33
875	3
3631	45
1369	22
5043	17
435	2
2180	3
4338	51
1170	2
148	11
1099	137
550	2
5996	69
5258	44
1453	0
1874	39
2730	3
3658	1
3640	3
3961	1
4196	4
2646	55
2965	0
3610	8
2235	2
2628	35
338	5
75	0
3857	60
97	54
5272	38
3287	20
1617	2
4203	28
4866	108
2346	2
4582	5
5951	84
5232	1
2689	20
2785	94
3437	3
4077	3
3224	3
2803	9
451	22
3008	0
426	1
3918	54
1663	30
2234	5
2751	1
3061	1
300	2
247	1
4688	2
3647	1
3565	46
3841	136
3769	1
978	2
3456	3
580	0
2084	20
348	12
1214	47
4057	13
4073	1
4743	18
207	0
198	2
581	8
3373	1
475	4
5353	18
2510	4
271	0
322	0
116	16
572	6
5109	1
3391	14
4240	3
4853	0
2338	0
4685	1
906	42
4252	0
3623	62
1398	29
5475	6
2028	23
3850	5
1798	2
778	1
2899	2
3074	0
2295	0
3021	4
493	15
1977	2
226	2
238	3
814	0
3217	3
4266	3
1761	0
1836	1
1258	1
3022	1
554	0
501	16
4118	4
2790	3
1598	0
1864	3
5992	2
2107	1
3240	38
2297	2
3869	54
2581	1
2099	2
218	2
4628	2
1830	70
3234	20
4320	10
3811	0
914	3
2934	27
3447	18
2374	3
683	1
459	22
3448	2
3204	37
2165	3
833	2
4346	0
4109	11
1236	0
640	1
4675	0
5090	105
4127	2
2392	1
5503	0
3019	2
4213	1
1895	183
4751	1
516	4
4763	23
2050	1
1285	12
129	4
1182	0
1447	4
5221	4
181	48
1856	2
4590	1
372	4
1358	3
4775	0
2494	3
1803	2
3803	83
1557	4
2333	16
5293	3
4119	9
3018	2
1619	11
1137	2
358	1
514	1
2929	1
1450	14
1858	3
2437	60
2066	2
2350	264
3844	5
6036	0
1294	7
1623	27
2266	4
1032	60
2489	94
844	2
2515	84
2949	1
2604	63
596	26
2709	4
767	6
3407	3
1277	14
1945	0
160	33
3321	4
2868	1
111	384
3150	50
2977	1
933	80
4039	70
866	1
68	1
2211	2
3372	0
5320	40
1058	0
3504	2
2854	33
3998	0
593	95
1406	0
2060	269
6014	75
2662	20
5246	1
176	15
3791	53
3471	0
1203	3
4809	31
1585	2
2988	2
856	4
326	0
3091	4
2394	2
3281	30
1437	4
1153	22
1135	2
3981	114
3707	31
4786	19
1507	0
3492	2
691	5
4106	28
944	39
688	17
555	44
798	5
109	1
2942	4
1862	68
1967	4
1546	1
2900	8
3392	132
260	2
2867	0
3395	1
1261	2
4658	5
2937	14
1050	5
1695	4
2876	3
2679	1
2126	0
4626	1
137	3
2042	30
4009	5
3815	67
4665	55
3559	5
4313	26
2980	1
3732	2
2974	8
4303	4
1092	4
1731	5
3324	15
381	3
1596	14
2617	4
2032	3
938	61
2121	1
4764	1
1051	0
1825	1
549	3
2686	3
2778	13
1870	16
2388	1
3332	13
3278	1
2955	76
4833	8
4704	414
5053	101
1031	0
3399	1
2537	1
285	75
379	10
36	7
1680	0
2623	46
3580	1
476	1
1191	2
2755	3
2919	107
2824	24
1201	0
2540	1
3722	0
3772	2
3317	3
3328	5
1068	1
3185	108
2407	0
4218	19
2439	7
5107	3
2484	4
3724	3
5950	7
505	0
988	0
5098	25
2644	70
4772	43
4216	11
2582	53
2217	7
4899	13
1498	12
3016	2
2322	34
5980	4
4867	21
5214	6
2987	1
3172	7
3283	33
2189	19
4287	55
3057	11
3898	3
3701	2
5287	40
453	1
1337	5
2328	5
1113	0
5960	2
1690	3
790	27
1114	3
3932	1
255	42
3441	101
4227	22
3305	3
466	0
3230	3
894	42
1352	2
1956	1
4912	102
325	2
588	4
5083	51
1103	1
3816	19
3238	2
2348	96
4017	3
1026	3
3361	105
4356	2
1562	6
1860	31
4061	15
3465	24
1242	18
2742	37
4034	15
4130	0
2853	90
509	0
3254	5
2355	0
293	3
4294	1
2307	13
3943	2
2399	116
1885	3
5478	9
1799	30
2795	78
1867	24
4066	0
3985	2
1502	2
2202	2
3688	2
4955	78
1576	27
2823	4
3165	4
644	5
868	5
4902	76
4176	0
4223	1
3502	11
2815	5
2880	2
1826	3
5998	14
2185	104
4129	29
3126	110
526	2
162	24
1053	5
3253	2
3613	1
901	4
2783	3
4901	51
4765	3
5059	0
3958	2
179	113
1599	1
4151	12
3098	36
3954	2
1975	2
3742	6
4711	2
1742	66
4164	5
2583	0
4210	82
2848	10
4824	2
4254	1
2357	4
1014	83
115	246
4591	0
4683	8
850	4
5153	9
4330	2
347	167
3595	4
2764	5
2665	1
1770	3
6016	1
418	2
4814	2
1300	1
416	0
4120	58
1385	1
3144	7
5347	120
3432	1
5092	2
533	199
1374	20
2580	0
1853	3
648	57
195	0
5774	45
5973	2
99	1
3956	5
3194	2
3079	39
1105	0
1263	2
609	27
136	59
5970	137
5943	143
2178	28
2557	11
3532	1
370	3
2031	7
5356	2
742	4
1545	29
3739	30
3905	1
1027	12
947	70
1632	4
3351	7
1812	3
2206	104
817	2
4857	12
2222	44
3065	1
622	5
4707	37
4285	4
3379	0
5298	19
676	0
4844	3
783	3
3369	5
1962	18
1581	14
5061	6
1939	16
2326	22
1594	82
32	52
1747	20
1746	7
5939	105
3291	5
3555	22
3190	0
1059	6
182	4
2847	0
1802	170
3322	42
4232	0
3054	31
3183	22
3634	0
3966	25
2561	1
4258	38
1707	0
3855	56
4351	171
805	0
440	0
1131	0
1892	0
1311	0
5978	0
4732	3
4310	27
5346	9
719	30
4611	8
816	50
4148	19
4771	2
5308	16
2446	25
4990	1
3931	1
2927	1
780	4
1527	134
2732	30
4958	245
2761	3
4594	4
3883	7
2069	10
1174	3
3594	4
2520	0
924	0
404	2
717	22
4079	2
757	3
3842	33
2460	0
4640	1
4105	1
3756	5
2228	36
5074	2
3879	30
5286	37
5094	2
3690	3
5754	0
2670	4
3935	3
3788	97
461	6
4798	23
319	53
5292	2
604	14
3135	140
2133	113
834	179
3248	13
1147	32
3089	155
5985	11
1176	4
1816	66
4625	4
405	64
3938	34
3903	3
219	5
1345	2
2938	3
4694	1
4740	2
2697	3
5236	53
4327	4
2316	62
765	47
1061	4
3028	121
366	24
5344	1
2682	0
5234	0
2866	16
447	22
2340	105
2774	2
525	97
1163	4
3386	5
544	1
3410	3
952	48
4322	0
5106	2
1202	2
740	120
1317	0
548	3
4342	6
3539	2
2006	1
2428	7
2668	6
2514	34
3413	2
2242	0
2033	204
4187	2
741	4
3751	2
4654	5
4318	89
3186	6
4774	11
1684	2
1324	7
698	5
939	52
410	34
3530	2
1136	16
927	3
3583	31
56	3
4796	2
4137	1
5336	17
2261	3
2055	1
1289	3
1691	19
1984	1
3864	3
538	37
3725	0
3263	60
2264	37
954	25
5482	43
456	3
287	1
4667	14
1054	2
1905	15
147	16
2621	2
1008	108
510	26
1580	3
725	3
5239	5
3219	8
3149	3
1254	60
806	14
2271	29
3440	2
905	0
477	6
3221	1
2011	7
3258	90
5102	2
1165	1
4940	12
3774	0
2139	48
3056	1
4037	0
1249	4
2213	2
3711	5
2168	2
1708	427
2029	147
237	0
4113	20
251	5
771	6
2809	0
5307	85
3242	37
6041	2
2894	1
6001	4
180	40
4348	1
5078	3
494	1
383	30
5359	4
1134	2
3870	0
4677	5
3695	45
5927	215
1290	0
2521	51
4138	1
4717	4
3482	2
4282	0
5047	68
39	405
3515	5
388	3
3730	11
16	14
633	4
2408	1
1897	6
4139	5
524	3
649	54
2533	1
3196	0
5474	2
3118	1
5867	49
1235	25
4840	4
4820	29
614	3
3564	11
3560	62
3920	28
1348	2
772	2
4045	12
1087	76
1814	18
1848	3
1011	9
2725	23
1876	2
2688	13
673	0
3765	1
503	47
5079	3
4997	2
4680	1
2413	0
3750	0
2422	1
390	5
2667	46
1405	7
392	8
2043	9
2503	5
1313	2
364	1
4795	0
6006	19
553	3
318	44
1644	44
3987	0
4742	4
2044	5
5281	5
4663	1
2734	4
2246	3
2418	0
1140	69
2930	3
3787	7
10	8
3214	2
849	15
3476	2
1500	1
2738	0
3110	4
1549	17
546	0
1631	1
3516	0
3672	42
2453	47
1749	105
1627	6
821	28
3304	0
1954	2
4317	18
529	75
1544	1
1382	92
3307	5
2663	49
3776	2
6011	0
5005	50
4841	26
4265	6
4234	1
2435	1
4592	4
106	5
3957	5
2239	1
2820	73
706	2
2626	2
1038	70
2495	8
5213	48
3473	8
230	62
2305	145
27	18
3087	2
3853	7
4270	22
1774	18
2345	2
660	76
1940	1
154	38
4993	84
1639	66
4004	12
5111	1
1410	0
3997	32
701	3
589	58
3665	23
2959	2
1342	18
295	1
5971	45
5113	29
133	18
4803	56
3617	6
2570	4
4100	2
5477	4
3229	3
2172	3
5956	78
5925	0
5046	32
2299	0
2898	2
5326	1
4259	4
4108	8
504	35
4024	60
3746	1
1384	37
389	75
5332	0
2283	3
3745	127
1436	3
3382	0
5351	9
5247	5
4094	47
2882	32
6013	0
4032	2
2021	54
1205	3
5309	57
88	77
1786	3
65	23
1796	0
3824	0
3449	1
2181	28
4084	10
2039	51
2747	5
4681	44
2129	20
4684	1
1590	2
1618	46
3397	6
2432	4
60	2
5942	1
1244	136
294	85
2807	32
4174	5
4035	0
3145	13
2737	8
949	2
2905	49
4328	3
2000	1
2909	2
2804	27
5469	64
5055	5
992	1
1572	5
4633	9
1354	1
1145	1
449	5
4932	3
3738	5
4336	58
5492	23
3656	8
1662	49
1823	48
276	24
2501	2
877	2
2787	15
1837	43
2726	3
2073	1
3757	5
2916	1
5016	3
1501	1
1492	0
970	31
1530	20
4738	160
2130	37
1273	299
223	17
5075	8
4790	0
283	4
1806	13
3353	2
1264	1
5357	2
2134	0
3268	3
4198	24
3894	0
4689	3
3366	8
1918	1
1208	4
4209	1
1970	4
4931	1
18	34
5302	0
44	66
178	69
3568	0
1069	4
4152	2
1367	0
1425	14
2304	4
935	0
121	94
4891	2
1633	2
2410	6
675	1
1286	45
13	260
2067	41
1475	44
1015	13
1835	4
1035	0
3975	4
879	47
1184	1
2012	3
4193	30
2578	47
3308	5
108	76
4637	58
1225	96
3374	0
2148	1
4133	1
1958	1
1255	4
3182	0
3632	1
3059	0
2680	0
2896	5
2313	55
5283	0
1164	17
3004	21
753	2
1756	1
4309	7
100	60
1515	0
1199	1
3125	74
982	16
4714	2
3834	2
4289	1
2070	52
5506	39
1535	7
3264	0
3026	170
3023	3
2064	3
2718	2
1499	30
2711	38
5031	55
2109	26
1043	1
872	1
3768	2
2335	48
3222	0
3714	1
825	10
3995	2
4606	0
1574	2
3708	0
4299	9
2253	3
4727	0
2531	1
327	2
3830	2
3839	0
2071	2
2396	9
1538	27
574	2
3123	65
2568	9
5472	11
2659	3
2661	8
2562	49
2779	20
3783	108
693	13
3897	107
2978	1
781	70
542	2
3597	37
4136	2
2943	2
1138	6
1302	42
775	1
1843	18
454	1
483	7
3112	3
1794	0
1600	0
3531	4
1779	0
2136	26
1217	1
3989	2
851	3
3682	16
3582	0
4923	8
3158	23
3259	1
799	49
3868	1
3892	174
3438	38
997	39
5263	0
3474	49
4729	2
3033	75
678	5
1098	2
5993	4
1685	0
3493	40
5502	18
1846	1
4989	22
2846	4
674	5
4141	21
2700	7
2369	1
1319	2
431	2
3122	0
3962	2
4783	8
3622	26
925	0
4020	3
4646	5
2026	1
1607	1
3052	2
5284	5
5364	0
5027	2
3499	2
5315	45
881	0
1063	4
4682	15
2018	49
5105	160
185	51
2752	48
2124	44
4705	87
2101	29
3629	1
1610	7
2875	43
2292	5
2913	44
1156	3
1513	71
4825	2
3	2
1518	4
474	4
791	17
1111	4
3239	0
2717	0
3166	6
3143	60
2336	38
2565	83
2989	10
2523	20
1615	3
1689	2
118	1
4647	1
1363	1
760	17
3699	60
1422	0
473	3
1611	1
2587	8
5362	0
3572	0
2128	4
4181	1
3045	4
2351	4
3206	50
5254	0
1911	6
4953	2
2647	3
3370	13
2635	4
2013	1
1889	2
5110	2
1292	0
1651	3
1243	20
981	35
2097	1
3072	3
1178	0
1525	2
4649	1
1719	2
385	1
4693	2
2147	1
2048	1
2085	1
4846	39
1675	1
3383	2
2027	0
3262	44
5467	116
4757	0
2187	2
4308	52
1571	38
1542	7
4828	3
3170	2
1291	41
1044	4
3818	1
2397	1
824	191
695	6
2434	0
499	35
1454	1
5313	19
5484	3
235	5
634	5
2324	3
541	3
3245	0
2536	5
2556	10
886	1
1362	1
3453	68
1279	3
3984	1
173	15
2216	0
4188	21
5306	38
5084	0
3644	51
3011	1
2020	2
6002	14
1452	29
5056	5
4063	23
3628	1
5091	1
6005	6
1953	4
613	68
127	7
168	1
4116	20
378	70
4238	20
5238	1
1108	55
2334	2
430	27
1433	29
3355	5
2090	32
165	48
3696	1
990	2
807	2
446	41
304	54
2749	3
4739	3
3546	3
848	1
4713	42
2306	1
792	4
3271	16
625	7
3599	4
3933	28
726	7
1541	0
1755	75
5933	36
1767	1
5077	1
3621	7
1855	28
4038	1
4930	0
2113	4
3614	4
1555	68
256	32
2780	13
994	30
3180	3
245	3
4831	18
202	0
391	59
761	33
3012	0
1490	1
5959	2
2625	3
3017	0
3246	4
3347	2
3767	6
3543	82
189	64
1978	3
1415	1
2883	37
4264	6
3601	19
2651	53
2986	2
3736	6
2819	4
1442	2
950	0
4712	3
2710	38
169	33
290	2
5045	58
1265	296
2132	5
3163	31
3673	29
1933	132
4855	16
